word,machine_translation,human_translation,label,emotion_intensity_score
rot,rubewa,ruɓewa,fear,0.594
ominous,m,mai ishara,fear,0.594
sickness,rashin lafiya,rashin lafiya,fear,0.594
convict,mai laifi,mai laifi,fear,0.594
lightning,walƙiya,walƙiya,fear,0.594
villainous,mugu,mugu,fear,0.594
restrained,ƙuntatawa,ƙuntatawa,fear,0.594
fraught,m,haifar da damuwa,fear,0.594
dragon,dodon,dodon,fear,0.594
paranoia,paranoia,taɓin hankali,fear,0.594
hypertrophy,hauhawar jini,hauhawar tsokar nama,fear,0.594
shelling,harsasai,harsasai,fear,0.594
cardiomyopathy,cardiomyopathy,cutar tsokar zuciya,fear,0.594
pain,zafi,zafi,fear,0.594
goblin,goblin,dodon Turai,fear,0.594
pounding,bugawa,bugawa,fear,0.594
terrible,m,mai tsanani,fear,0.594
tremor,rawar jiki,rawar jiki,fear,0.594
foe,maƙiyi,maƙiyi,fear,0.594
anxiety,damuwa,damuwa,fear,0.594
sepsis,sepsis,kamuwa da cuta,fear,0.594
wounded,rauni,rauni,fear,0.592
elimination,kawarwa,kawarwa,fear,0.588
lava,lawa,dutse mai aman wuta,fear,0.588
spank,spank,mari,fear,0.587
hostilities,tashin hankali,tashin hankali,fear,0.586
dismal,m,mai haifar da ɓacin rai,fear,0.584
blockade,toshewa,toshewa,fear,0.582
punch,naushi,naushi,fear,0.58
cringe,wulakanci,wulaƙanci,fear,0.578
evacuate,kwashe,kwashe,fear,0.578
hateful,m,mai ƙiyayya,fear,0.578
coward,matsoraci,matsoraci,fear,0.578
confined,tsare,tsare,fear,0.578
clashing,karo,karo,fear,0.578
tumultuous,tashin hankali,tashin hankali,fear,0.578
worry,damu,damu,fear,0.578
infliction,zalunci,zalunci,fear,0.578
quarantine,killace masu cuta,killace masu cuta,fear,0.578
dire,dire,marar inganci,fear,0.578
loss,asara,asara,fear,0.578
parasite,m,kaska,fear,0.578
apprehensive,tsoro,tsoro,fear,0.578
shudder,girgiza,girgiza,fear,0.578
eatingdisorders,rikicewar abinci,rikicewar abinci,fear,0.578
grizzly,grizzly,babban tunku,fear,0.578
haunted,haunted,wurin fatalwa,fear,0.578
sostressed,damuwa,damuwa,fear,0.578
desecration,wulakanci,wulaƙanci,fear,0.578
demoralized,raunin zuciya,raunin zuciya,fear,0.578
angina,angina,ciwon ƙirji,fear,0.578
abyss,abyss,ƙarƙashin wuta,fear,0.578
deprivation,hanawa,hanawa,fear,0.578
forbidding,hana,hana,fear,0.578
surgery,tiyata,tiyata,fear,0.578
bacteria,kwayoyin cuta,ƙwayoyin cuta,fear,0.578
volatility,rashin ƙarfi,rashin ƙarfi,fear,0.578
jail,kurkuku,kurkuku,fear,0.578
failure,kasawa,kasawa,fear,0.578
stealing,sata,sata,fear,0.578
pained,ciwo,ciwo,fear,0.578
shady,inuwa,inuwa,fear,0.578
jeopardy,hatsari,haɗari,fear,0.578
curse,la'ana,la'ana,fear,0.578
assail,kai hari,kai hari,fear,0.578
dispossessed,mallaki,mallaki,fear,0.578
mob,taron jama'a,taron jama'a,fear,0.577
perdition,halaka,halaka,fear,0.577
comatose,comatose,dogon suma,fear,0.575
unholy,marasa tsarki,maras tsarki,fear,0.575
toxin,guba,guba,fear,0.575
pillage,sacewa,sacewa,fear,0.574
incest,lalata,lalata,fear,0.571
wound,rauni,rauni,fear,0.571
forced,tilastawa,tilastawa,fear,0.569
cowardice,matsorata,matsorata,fear,0.567
crypt,kuka,kuka,fear,0.566
domination,mamayewa,mamayewa,fear,0.566
witch,boka,boka,fear,0.565
smuggle,yi sumogal,yi sumogal,fear,0.565
powerless,m,rashin ƙarfi,fear,0.562
incrimination,laifi,laifi,fear,0.562
afflict,wahala,wahala,fear,0.562
masks,masks,abubuwan rufe fuska,fear,0.562
prisoner,fursuna,fursuna,fear,0.562
duel,duel,faɗa,fear,0.562
evasion,gudun hijira,gudun hijira,fear,0.562
grave,kabari,kabari,fear,0.562
eeek,ku,ku,fear,0.562
confine,tsare,tsare,fear,0.562
martyrdom,shahada,shahada,fear,0.562
lawsuit,karar,ƙara,fear,0.562
risky,m,mai haɗari,fear,0.562
overpowering,rinjaye,rinjaye,fear,0.562
thrash,bugawa,bugawa,fear,0.562
freak,m,rashin ɗa'a,fear,0.562
sacrifices,sadaukarwa,sadaukarwa,fear,0.562
martyr,shahidi,shahidi,fear,0.562
mange,girma,girma,fear,0.562
appalling,m,mai sa firgita,fear,0.562
incubus,incubus,mugun mafarki,fear,0.562
distressing,damuwa,damuwa,fear,0.562
vanished,ya ɓace,ya ɓace,fear,0.562
pitfall,rami,rami,fear,0.562
apprehend,kama,kama,fear,0.562
banished,kore,kore,fear,0.562
purge,purge,tsarkakewa,fear,0.562
hunter,mafarauci,mafarauci,fear,0.562
inflict,cutarwa,cutarwa,fear,0.562
corrupting,m,mai lalatarwa,fear,0.562
degrading,ƙasƙanci,ƙasƙanci,fear,0.562
turbulence,tashin hankali,tashin hankali,fear,0.562
risk,hadarin,haɗari,fear,0.562
gunpowder,gungu,gungu,fear,0.562
misfortune,masifa,masifa,fear,0.562
syncope,syncope,suma,fear,0.562
impending,mai zuwa,mai zuwa,fear,0.562
worries,damuwa,damuwa,fear,0.562
deterioration,tabarbarewa,taɓarɓarewa,fear,0.562
jitters,jitters,matsananciyar fargaba,fear,0.562
travesty,mugu,mugu,fear,0.562
ulcer,miki,miƙi,fear,0.562
punishing,azabtarwa,azabtarwa,fear,0.562
polio,cutar shan inna,cutar shan inna,fear,0.562
unsafe,mara lafiya,mara lafiya,fear,0.561
sin,zunubi,zunubi,fear,0.56
worstfeeling,mafi muni,mafi muni,fear,0.56
perpetrator,mai aikatawa,mai aikatawa,fear,0.56
occult,sihiri,sihiri,fear,0.559
intimidation,tsoratarwa,tsoratarwa,fear,0.559
disable,musaki,musaki,fear,0.558
autopsy,gawa,gawa,fear,0.557
affliction,wahala,wahala,fear,0.557
decay,rubewa,ruɓewa,fear,0.557
vulnerability,rauni,rauni,fear,0.548
communism,kwaminisanci,kwaminisanci,fear,0.547
asylum,mafaka,mafaka,fear,0.547
overthrow,kifar,kifar,fear,0.547
scorpion,kunama,kunama,fear,0.547
flood,ambaliya,ambaliya,fear,0.547
mad,mahaukaci,mahaukaci,fear,0.547
thief,barawo,ɓarawo,fear,0.547
abhor,abin ƙyama,abin ƙyama,fear,0.547
beware,ayi hattara,a yi hattara,fear,0.547
talons,talon,farata,fear,0.547
outcry,kuka,kuka,fear,0.547
brigade,brigade,bataliyoyi,fear,0.547
plunge,nutse,nutse,fear,0.547
appendicitis,appendicitis,afendis,fear,0.547
derogation,wulakanci,wulaƙanci,fear,0.547
noxious,m,mai cutarwa,fear,0.547
expulsion,fitarwa,fitarwa,fear,0.547
growling,kuka,kuka,fear,0.547
needles,allura,allura,fear,0.547
deformity,nakasa,nakasa,fear,0.547
insanity,hauka,hauka,fear,0.547
cannon,igwa,igwa,fear,0.547
coercion,tilastawa,tilastawa,fear,0.547
jeopardize,barazana,barazana,fear,0.547
senile,tsofaffi,tsofaffi,fear,0.547
adder,adda,majici,fear,0.547
apparition,bayyanar,bayyanar,fear,0.547
ailing,rashin lafiya,rashin lafiya,fear,0.547
enmity,ƙiyayya,ƙiyayya,fear,0.547
outburst,fita waje,fita waje,fear,0.547
gonorrhea,gonorrhea,guloriya,fear,0.547
defenseless,marasa tsaro,marasa tsaro,fear,0.547
bondage,bauta,bauta,fear,0.547
scandal,abin kunya,abin kunya,fear,0.547
neuralgia,neuralgia,lalacewar jijiyoyi,fear,0.547
precarious,m,mai haɗari,fear,0.547
siren,sirrin,sirrin,fear,0.547
uprising,tashin hankali,tashin hankali,fear,0.545
retribution,azaba,azaba,fear,0.545
cemetery,makabarta,maƙabarta,fear,0.541
badness,mugunta,mugunta,fear,0.539
phantom,fatalwa,fatalwa,fear,0.538
abandoned,watsi,watsi,fear,0.534
fled,gudu,gudu,fear,0.534
rejection,kin amincewa,ƙin amincewa,fear,0.533
penetration,shigarwa,shigarwa,fear,0.531
jarring,jarring,firgitar jiki,fear,0.531
buried,binne,binne,fear,0.531
endocarditis,endocarditis,kumburin zuciya,fear,0.531
carnivorous,mai cin nama,dabba mai cin nama,fear,0.531
broken,karye,karye,fear,0.531
eek,ku,ku,fear,0.531
manifestation,bayyanuwa,bayyanuwa,fear,0.531
rebellion,tawaye,tawaye,fear,0.531
swastika,swastika,alamar swastika,fear,0.531
atherosclerosis,atherosclerosis,cututtukan zuciya,fear,0.531
subjugation,subjugation,mallakar dole,fear,0.531
slave,bawa,bawa,fear,0.531
frenzied,frenzied,tsananin farin ciki,fear,0.531
manipulation,magudi,maguɗi,fear,0.531
punish,hukunta,hukunta,fear,0.531
cowardly,matsoraci,matsoraci,fear,0.531
impotence,rashin iyawa,rashin iyawa,fear,0.531
distrust,rashin yarda,rashin yarda,fear,0.531
deserted,yashe,yashe,fear,0.531
saber,sabar,sabar,fear,0.531
failing,kasawa,kasawa,fear,0.531
shaking,girgiza,girgiza,fear,0.531
harbinger,mawaƙa,mai sanarwa,fear,0.531
captor,mai kamawa,mai kamawa,fear,0.531
superstitious,camfi,camfi,fear,0.531
helpless,m,mai rasa abin yi,fear,0.531
lawlessness,rashin bin doka,rashin bin doka,fear,0.531
hopelessness,rashin bege,yanke ƙauna,fear,0.531
freakout,freakout,firgita,fear,0.531
stressed,jaddada,jaddada,fear,0.531
stormy,hadari,hadari,fear,0.531
unstable,m,rashin tsayawa,fear,0.531
abandon,watsar,watsar,fear,0.531
theft,sata,sata,fear,0.531
stalk,sanda,sanda,fear,0.531
disembodied,disembodied,rabu daga jiki,fear,0.531
wrangling,rigima,rigima,fear,0.531
incursion,kutsawa,kutsawa,fear,0.531
bacterium,kwayan cuta,ƙwayar cuta,fear,0.531
leeches,leeches,matsattsaku,fear,0.531
suspense,shakku,shakku,fear,0.529
blood,jini,jini,fear,0.525
hiding,buya,buya,fear,0.524
bear,bear,tunku,fear,0.524
unlawful,haram,haram,fear,0.519
crazy,mahaukaci,mahaukaci,fear,0.519
cult,ibada,ibada,fear,0.518
anxious,damuwa,damuwa,fear,0.518
deportation,fitarwa,fitarwa,fear,0.517
captive,fursuna,fursuna,fear,0.517
pernicious,m,mai illa sannu-a-hankali,fear,0.516
shriek,kururuwa,kururuwa,fear,0.516
growl,guguwa,guguwa,fear,0.516
revulsion,tayar da hankali,tayar da hankali,fear,0.516
oppress,zalunci,zalunci,fear,0.516
smite,buga,buga,fear,0.516
conspirator,makirci,makirci,fear,0.516
insidious,m,illa mai cutarwa,fear,0.516
emaciated,m,rama,fear,0.516
palsy,gurgunta,gurgunta,fear,0.516
embolism,embolism,toshewar jijiya,fear,0.516
biopsy,biopsy,cire naman jiki don bincika cuta,fear,0.516
plunder,ganima,ganima,fear,0.516
sting,harba,harba,fear,0.516
detainee,wanda aka tsare,wanda aka tsare,fear,0.516
enforce,tilasta,tilasta,fear,0.516
troublesome,matsala,matsala,fear,0.516
incite,tunzura,tunzura,fear,0.516
suspect,wanda ake zargi,wanda ake zargi,fear,0.516
exacerbation,tsanantawa,tsanantawa,fear,0.516
darkness,duhu,duhu,fear,0.516
relapse,koma -baya,koma -baya,fear,0.516
foreboding,foreboding,jin aukuwar abu marar kyau,fear,0.516
harshness,tauri,tauri,fear,0.516
grievous,damuwa,damuwa,fear,0.516
robber,ɗan fashi,ɗan fashi,fear,0.516
intolerance,rashin haƙuri,rashin haƙuri,fear,0.516
exile,gudun hijira,gudun hijira,fear,0.516
helplessness,rashin taimako,rashin taimako,fear,0.516
busted,busted,fashewa,fear,0.516
plight,wahala,wahala,fear,0.516
chased,bi,bi,fear,0.516
unthinkable,ba zato ba tsammani,ba zato ba tsammani,fear,0.516
badfeeling,rashin tausayi,rashin tausayi,fear,0.516
fang,fang,fiƙa,fear,0.516
sorcery,bokanci,bokanci,fear,0.516
depression,damuwa,damuwa,fear,0.508
confinement,tsarewa,tsarewa,fear,0.507
instability,rashin zaman lafiya,rashin zaman lafiya,fear,0.5
wasp,wasp,zanzaro,fear,0.5
downfall,faduwa,faɗuwa,fear,0.5
snowmageddon,dusar ƙanƙara,dusar ƙanƙara,fear,0.5
ruined,lalace,lalace,fear,0.5
mistrust,rashin yarda,rashin yarda,fear,0.5
surrender,mika wuya,miƙa wuta,fear,0.5
constraint,ƙuntatawa,ƙuntatawa,fear,0.5
prohibited,haramta,haramta,fear,0.5
illegal,haram,haram,fear,0.5
odious,m,mai wari,fear,0.5
infarct,infarct,mutuwar jiki,fear,0.5
sinful,mai zunubi,mai zunubi,fear,0.5
suppress,danniya,danniya,fear,0.5
frenetic,m,mai sauri,fear,0.5
squeamish,kururuwa,kururuwa,fear,0.5
suppression,danniya,danniya,fear,0.5
prayforme,yi addua,yi addu'a,fear,0.5
premeditated,riga aka shirya,riga aka shirya,fear,0.5
vertigo,vertigo,motsi,fear,0.5
brute,zalunci,zalunci,fear,0.5
alcoholism,shaye -shaye,shaye -shaye,fear,0.5
hunting,farauta,farauta,fear,0.5
subvert,subvert,rushe ikon hukuma,fear,0.5
eeeek,eeeek,ihun tsoro,fear,0.5
raving,raving,yin sumbatu,fear,0.5
cliff,dutse,dutse,fear,0.5
madden,mahaukaci,mahaukaci,fear,0.5
scalpel,fatar kai,fatar kai,fear,0.5
intolerant,rashin haƙuri,rashin haƙuri,fear,0.5
towering,tsayi,tsayi,fear,0.5
blob,toshe,toshe,fear,0.5
defiance,bijirewa,bijirewa,fear,0.5
woe,kaito,kaito,fear,0.491
hate,ƙiyayya,ƙiyayya,fear,0.484
freakish,m,sabon abu,fear,0.484
indictment,tuhuma,tuhuma,fear,0.484
prejudiced,son zuciya,son zuciya,fear,0.484
accusing,zargi,zargi,fear,0.484
slam,slam,rufe da ƙarfi,fear,0.484
restriction,ƙuntatawa,ƙuntatawa,fear,0.484
poaching,farauta,farauta,fear,0.484
insecurity,rashin tsaro,rashin tsaro,fear,0.484
ohno,ohno ba,daɗin ɗanɗano,fear,0.484
divorce,saki,saki,fear,0.484
retard,jinkiri,jinkiri,fear,0.484
ravenous,ravenous,matsananciyar yunwa,fear,0.484
warrior,jarumi,jarumi,fear,0.484
ambulance,motar asibiti,motar asibiti,fear,0.484
rabble,m,zagi,fear,0.484
rat,bera,ɓera,fear,0.484
jumpy,tsalle,tsalle,fear,0.484
perjury,ƙarya,ƙarya,fear,0.484
dismay,damuwa,damuwa,fear,0.484
ravine,kwari,kwari,fear,0.484
blackness,baki,baƙi,fear,0.484
defamation,ɓata suna,ɓata suna,fear,0.484
intrusion,kutsawa,kutsawa,fear,0.484
palpitations,bugun zuciya,bugun zuciya,fear,0.484
cracked,fashe,fashe,fear,0.484
syringe,sirinji,sirinji,fear,0.484
shiver,rawar jiki,rawar jiki,fear,0.484
hearse,ji,ji,fear,0.484
armor,makamai,makamai,fear,0.484
canthandleit,canthandleit,ba zai iya magance shi ba,fear,0.484
worrying,damuwa,damuwa,fear,0.484
disgusting,abin ƙyama,abin ƙyama,fear,0.484
indefensible,wanda ba zai iya jurewa ba,wanda ba zai iya jurewa ba,fear,0.484
hallucination,hallucination,ruɗu,fear,0.484
worse,mafi muni,mafi muni,fear,0.484
lash,lash,bulala,fear,0.484
sonervous,sonervous,damuwa,fear,0.484
lion,zaki,zaki,fear,0.484
endemic,na kowa,na kowa,fear,0.484
cutting,yankan,yanka,fear,0.484
flinch,karkace,karkace,fear,0.484
dishonor,rashin mutunci,rashin mutunci,fear,0.484
fiend,fiend,aljani,fear,0.484
coerce,tilastawa,tilastawa,fear,0.484
hospital,asibiti,asibiti,fear,0.484
inspection,dubawa,dubawa,fear,0.483
averse,m,ƙyama,fear,0.483
sinner,mai zunubi,mai zunubi,fear,0.483
missing,bace,ɓace,fear,0.474
despairing,yanke ƙauna,yanke ƙauna,fear,0.474
darken,yi duhu,yi duhu,fear,0.471
austere,m,takura,fear,0.47
sinking,nutsewa,nutsewa,fear,0.469
fierce,m,mai ƙarfi,fear,0.469
precipice,hazo,hazo,fear,0.469
revoke,soke,soke,fear,0.469
illegality,rashin bin doka,rashin bin doka,fear,0.469
thresh,busa,busa,fear,0.469
indict,tuhumar,tuhuma,fear,0.469
accused,wanda ake zargi,wanda ake zargi,fear,0.469
quiver,kwari,kwari,fear,0.469
toothache,ciwon hakori,ciwon haƙori,fear,0.469
infidelity,kafirci,kafirci,fear,0.469
startle,firgita,firgita,fear,0.469
nervous,juyayi,juyayi,fear,0.469
unhealthy,marasa lafiya,mara lafiya,fear,0.469
aftermath,bayan,bayan,fear,0.469
intrusive,mai kutsawa,mai kutsawa,fear,0.469
soulless,marasa rai,marasa rai,fear,0.469
fever,zazzaɓi,zazzaɓi,fear,0.469
asteroid,asteroid,kamar tauraro,fear,0.469
regime,tsarin mulki,tsarin mulki,fear,0.469
inmate,fursuna,fursuna,fear,0.469
subversion,subversion,rushewa,fear,0.469
admonition,wa'azi,wa'azi,fear,0.469
superstition,camfi,camfi,fear,0.469
criticize,zargi,zargi,fear,0.469
overwhelmed,mamaye,mamaye,fear,0.469
depressed,tawayar,tawayar,fear,0.469
decomposition,bazuwar,bazuwar,fear,0.469
scrapie,scrapie,ƙurajen tumaki,fear,0.469
animosity,ƙiyayya,ƙiyayya,fear,0.469
foreclose,rufewa,rufewa,fear,0.469
jaws,muƙamuƙi,muƙamuƙi,fear,0.469
idolatry,bautar gumaka,bautar gumaka,fear,0.469
fret,damuwa,damuwa,fear,0.469
armored,makamai,makamai,fear,0.469
breakdown,rushewa,rushewa,fear,0.469
spear,mashi,mashi,fear,0.468
nasty,m,mai sa ƙyama,fear,0.466
worried,damu,damu,fear,0.466
puma,puma,zakin dutse,fear,0.465
thirteenth,goma sha uku,goma sha uku,fear,0.465
contraband,haramtattun kayayyaki,haramtattun kayayyaki,fear,0.464
insecure,rashin tsaro,rashin tsaro,fear,0.461
disturbance,tashin hankali,tashin hankali,fear,0.459
denunciation,la'anta,la'anta,fear,0.456
destitute,gajiyayyu,gajiyayyu,fear,0.455
stigma,wulakanci,wulaƙanci,fear,0.455
powerfully,da karfi,da ƙarfi,fear,0.454
indoctrination,indoctrination,cusa aƙida,fear,0.453
unspeakable,wanda ba a iya magana,wanda ba a iya magana,fear,0.453
grope,gira,gira,fear,0.453
penalty,azaba,azaba,fear,0.453
disruption,rushewa,rushewa,fear,0.453
batter,batter,bugu,fear,0.453
restrain,takura,takura,fear,0.453
derogatory,wulakanci,wulaƙanci,fear,0.453
quandary,tashin hankali,tashin hankali,fear,0.453
dinosaur,dinosaur,dabbar da,fear,0.453
straits,masifa,masifa,fear,0.453
disreputable,mara mutunci,mara mutunci,fear,0.453
rigor,taurin kai,taurin kai,fear,0.453
stranger,baƙo,baƙo,fear,0.453
warn,yi gargaɗi,yi gargaɗi,fear,0.453
lockup,kullewa,kullewa,fear,0.453
omgomgomg,omgomgomg,wayyo Allah,fear,0.453
shrill,rawar jiki,rawar jiki,fear,0.453
howl,kuka,kuka,fear,0.453
resisting,tsayayya,tsayayya,fear,0.453
wail,yi kuka,yi kuka,fear,0.453
illicit,haram,haram,fear,0.453
orphan,maraya,maraya,fear,0.453
rifle,bindiga,bindiga,fear,0.453
apprehension,tsoro,tsoro,fear,0.453
resign,murabus,murabus,fear,0.453
scold,tsawata,tsawata,fear,0.453
hydrocephalus,hydrocephalus,kumburin kai,fear,0.453
ohgod,ya allah,ya allah,fear,0.453
penal,azaba,azaba,fear,0.453
spasm,spasm,raunin tsoka,fear,0.453
urgent,gaggawa,gaggawa,fear,0.45
arraignment,gurfanarwa,gurfanarwa,fear,0.45
tramp,tarko,tarko,fear,0.44
behemoth,behemoth,giwar da,fear,0.439
stress,danniya,danniya,fear,0.439
atrophy,atrophy,motsewar jiki,fear,0.438
probation,jarrabawa,jarrabawa,fear,0.438
expel,korar,korar,fear,0.438
irreconcilable,rashin jituwa,rashin jituwa,fear,0.438
impermeable,wanda ba zai iya jurewa ba,wanda ba zai iya jurewa ba,fear,0.438
perverse,karkatattu,karkatattu,fear,0.438
stripped,ya tube,ya tuɓe,fear,0.438
obstruct,toshe,toshe,fear,0.438
falter,falter,raza ƙarfi,fear,0.438
illegitimate,shege,shege,fear,0.438
dislocated,kauracewa,gurɗewa,fear,0.438
accidental,mai haɗari,mai haɗari,fear,0.438
predicament,matsala,matsala,fear,0.438
aghhh,aghh,mamaki,fear,0.438
infirmity,rashin lafiya,rashin lafiya,fear,0.438
looming,looming,barazana,fear,0.438
prick,tsinke,tsinke,fear,0.438
rheumatism,rheumatism,ciwon gaɓoɓi,fear,0.438
entangled,a haɗe,a haɗe,fear,0.438
coldsweat,ciwon sanyi,ciwon sanyi,fear,0.438
dominate,mamaye,mamaye,fear,0.438
tribunal,kotun,kotun,fear,0.438
gasping,huci,huci,fear,0.438
cabal,cabal,makircin sirri,fear,0.438
concealed,boye,boye,fear,0.438
unprepared,ba shiri,ba shiri,fear,0.438
wince,giya,giya,fear,0.438
debacle,lalata,lalata,fear,0.438
bewildered,rudani,ruɗani,fear,0.438
scarcity,karanci,ƙaranci,fear,0.438
asp,asp,kububuwa,fear,0.438
forfeiture,ƙwace,ƙwace,fear,0.438
indomitable,wanda ba zai iya jurewa ba,wanda ba zai iya jurewa ba,fear,0.438
accuser,mai zargi,mai zargi,fear,0.438
displaced,gudun hijira,gudun hijira,fear,0.438
dentists,likitocin hakora,likitocin haƙora,fear,0.438
broke,karya,karya,fear,0.438
targeting,niyya,niyya,fear,0.438
yell,ihu,ihu,fear,0.438
halting,tsayawa,tsayawa,fear,0.435
rebels,'yan tawaye,'yan tawaye,fear,0.435
mysterious,m,na al'ajabi,fear,0.435
insulting,zagi,zagi,fear,0.435
repulsion,tunkudewa,tunkuɗewa,fear,0.431
glare,haske,haske,fear,0.43
sordid,m,marar kyau,fear,0.425
punitive,azaba,azaba,fear,0.425
tempest,guguwa,guguwa,fear,0.423
stake,gungumen azaba,gungumen azaba,fear,0.423
fainting,suma,suma,fear,0.422
dissident,rashin yarda,rashin yarda,fear,0.422
depresson,depresson,ciwon damuwa,fear,0.422
thumping,bugawa,bugawa,fear,0.422
steal,sata,sata,fear,0.422
suspension,dakatarwa,dakatarwa,fear,0.422
publicspeaking,magana jama'a,magana jama'a,fear,0.422
ultimatum,ƙarshe,ƙarshe,fear,0.422
heathen,arne,arne,fear,0.422
offense,laifi,laifi,fear,0.422
coyote,coyote,dila,fear,0.422
deleterious,m,mai lalatarwa,fear,0.422
anathema,tsinema,tsinema,fear,0.422
unnatural,m,ba na ɗabi'a ba,fear,0.422
troll,wasan tsere,wasan tsere,fear,0.422
usurped,kwace,ƙwace,fear,0.422
stresses,damuwa,damuwa,fear,0.422
disappear,bace,bace,fear,0.422
reticent,m,ɓoye tunani,fear,0.422
bigot,girman kai,girman kai,fear,0.422
delusion,rudu,ruɗu,fear,0.422
wilderness,daji,daji,fear,0.422
stressin,damuwa,damuwa,fear,0.422
unsteady,m,rashin tsayawa,fear,0.422
extrajudicial,wanda bai dace ba,wanda bai dace ba,fear,0.422
burdensome,nauyi,nauyi,fear,0.422
bayonet,bayonet,wuƙa,fear,0.422
varicella,varicella,ƙarambau,fear,0.422
infamous,m,ƙaurin suna,fear,0.422
bier,makara,makara,fear,0.422
alien,dan hanya,ɗan hanya,fear,0.422
depress,baƙin ciki,baƙin ciki,fear,0.422
hydra,hydar,ruwa,fear,0.422
lament,makoki,kuka,fear,0.422
prowl,prowl,yawo a hankali,fear,0.422
adversity,wahala,wahala,fear,0.418
ineptitude,rashin hankali,rashin hankali,fear,0.417
outsider,bare,bare,fear,0.413
ugliness,mummuna,mummuna,fear,0.41
immoral,m,rashin ɗa'a,fear,0.41
vulture,ungulu,ungulu,fear,0.41
possession,mallaka,mallaka,fear,0.406
distressed,cikin damuwa,cikin damuwa,fear,0.406
drones,jirage marasa matuka,jirage marasa matuƙa,fear,0.406
scar,tabo,tabo,fear,0.406
dominant,rinjaye,rinjaye,fear,0.406
claw,faratu,faratu,fear,0.406
disgust,ƙyama,ƙyama,fear,0.406
disorder,rashin lafiya,rashin lafiya,fear,0.406
omnipotence,madaukaki,maɗaukaki,fear,0.406
stressing,damuwa,damuwa,fear,0.406
insolvent,rashin cin nasara,rashin cin nasara,fear,0.406
ghetto,ghetto,unguwar talakawa,fear,0.406
recklessness,rashin kulawa,rashin kulawa,fear,0.406
blackout,baƙar fata,baƙar fata,fear,0.406
wary,yi fargaba,yi fargaba,fear,0.406
stressful,damuwa,damuwa,fear,0.406
weakly,mai rauni,mai rauni,fear,0.406
disallowed,an hana,an hana,fear,0.406
nausea,tashin zuciya,tashin zuciya,fear,0.406
screech,screech,kururuwa,fear,0.406
escape,tsere,tsere,fear,0.406
penance,tuba,tuba,fear,0.406
tearful,hawaye,hawaye,fear,0.406
disabled,naƙasassu,naƙasassu,fear,0.406
deport,fitarwa,fitarwa,fear,0.406
squall,tsautsayi,tsautsayi,fear,0.406
resection,sakewa,sakewa,fear,0.406
dismissal,sallama,sallama,fear,0.406
whimper,murmushi,murmushi,fear,0.406
ohdear,masoyi,masoyi,fear,0.406
rubble,tarkace,tarkace,fear,0.406
stretcher,shimfiɗa,shimfiɗa,fear,0.406
socialism,gurguzanci,gurguzanci,fear,0.405
conspiracy,makirci,makirci,fear,0.4
toughness,tauri,tauri,fear,0.4
defection,karkacewa,karkacewa,fear,0.398
absence,rashi,rashi,fear,0.396
moan,nishi,nishi,fear,0.394
crusade,yaƙin neman zaɓe,yaƙin neman zaɓe,fear,0.392
repellent,m,mai korewa,fear,0.391
insolvency,rashin kunya,rashin kunya,fear,0.391
refutation,karyatawa,ƙaryatawa,fear,0.391
diagnosis,ganewar asali,ganewar asali,fear,0.391
concealment,boyewa,ɓoyewa,fear,0.391
descent,zuriya,zuriya,fear,0.391
conquer,ci nasara,ci nasara,fear,0.391
overt,overt,a bayyane,fear,0.391
theocratic,tsarin Allah,tsarin Allah,fear,0.391
snare,tarko,tarko,fear,0.391
xanax,xanax,maganin damuwa,fear,0.391
cyst,mafitsara,mafitsara,fear,0.391
suspicion,tuhuma,tuhuma,fear,0.391
musket,musket,bindiga,fear,0.391
brimstone,kibiritu,kibiritu,fear,0.391
separation,rabuwa,rabuwa,fear,0.391
gulp,gulp,kwankwaɗa,fear,0.391
unemployed,marasa aikin yi,marasa aikin yi,fear,0.391
excitation,zumudi,zumuɗi,fear,0.391
scarecrow,tsorata,tsorata,fear,0.391
unrest,tashin hankali,tashin hankali,fear,0.391
cleave,rataya,rataya,fear,0.391
reject,ƙi,ƙi,fear,0.391
spaz,spaz,wawa,fear,0.391
mental,hankali,hankali,fear,0.391
poverty,talauci,talauci,fear,0.391
nervy,m,rashin kunya,fear,0.391
dubious,mai shakka,mai shakka,fear,0.391
submission,biyayya,biyayya,fear,0.391
hardened,taurare,taurare,fear,0.391
lose,rasa,rasa,fear,0.391
whatdoido,me zan yi,me zan yi,fear,0.391
discrimination,nuna bambanci,nuna bambanci,fear,0.391
urgency,gaggawa,gaggawa,fear,0.391
procedure,hanya,hanya,fear,0.391
avoiding,gujewa,gujewa,fear,0.391
exigent,exigent,neman kulawa,fear,0.391
stifled,takura,takura,fear,0.391
orc,orc,dabbar teku,fear,0.388
throb,buga,buga,fear,0.388
outcast,wanda aka kore,wanda aka kore,fear,0.388
disapprove,rashin yarda,rashin yarda,fear,0.38
dontpanic,dontpanic,kar a firgita,fear,0.378
plea,roƙo,roƙo,fear,0.377
withdrawals,janyewa,janyewa,fear,0.377
barricade,shinge,shinge,fear,0.375
bankrupt,fatara,fatara,fear,0.375
pressure,matsi,matsi,fear,0.375
obi,abin,abin,fear,0.375
expose,fallasa,fallasa,fear,0.375
frigate,jirgin ruwa,jirgin ruwa,fear,0.375
edict,doka,doka,fear,0.375
dissolution,rushewa,rushewa,fear,0.375
