word,machine_translation,human_translation,label,emotion_intensity_score
atrophy,atrophy,ibelata ihe,fear,0.438
probation,oge mnwale,oge mnwale,fear,0.438
expel,chụpụ,chụpụ,fear,0.438
irreconcilable,enweghị nkwekọrịta,enweghị nkwekọrịta,fear,0.438
impermeable,enweghị ntụpọ,nkedo ihe,fear,0.438
perverse,gbagọrọ agbagọ,gbagọrọ agbagọ,fear,0.438
stripped,yipụ,yipụ,fear,0.438
obstruct,igbochi,igbochi,fear,0.438
falter,mebie,mebie,fear,0.438
illegitimate,iwu akwadoghị,iwu akwadoghị,fear,0.438
dislocated,gbahapụrụ,gbahapụrụ,fear,0.438
accidental,mberede,mberede,fear,0.438
predicament,nsogbu,nsogbu,fear,0.438
aghhh,ahuhu,ahuhu,fear,0.438
infirmity,adịghị ike,adịghị ike,fear,0.438
looming,na -eru nso,na -eru nso,fear,0.438
prick,prick,mmetọ,fear,0.438
rheumatism,rheumatism,agba ikpere,fear,0.438
entangled,kegidere,kegidere,fear,0.438
coldsweat,akpịrị oyi,akpịrị oyi,fear,0.438
dominate,chịkwaa,chịkwaa,fear,0.438
mace,nwanyị,nwanyị,fear,0.438
tribunal,ụlọikpe,ụlọikpe,fear,0.438
gasping,na -eku ume,na -eku ume,fear,0.438
cabal,ụgbọ ala,njikọta ọnụ,fear,0.438
concealed,zoro ezo,zoro ezo,fear,0.438
unprepared,adịghị njikere,adịghị njikere,fear,0.438
wince,mmanya,mmanya,fear,0.438
debacle,debacle,igbummadụ,fear,0.438
bewildered,gbagwojuru anya,gbagwojuru anya,fear,0.438
scarcity,ụkọ,ụkọ,fear,0.438
asp,asp,nnukwu agwọ,fear,0.438
forfeiture,tụfuo,tụfuo,fear,0.438
indomitable,agaghi adi,imeri,fear,0.438
accuser,onye ebubo,onye ebubo,fear,0.438
displaced,chụpụrụ,chụpụrụ,fear,0.438
dentists,ndị dọkịta ezé,ndị dọkịta ezé,fear,0.438
broke,mebiri,gbajiri,fear,0.438
targeting,ezubere iche,ezubere iche,fear,0.438
yell,tie mkpu,tie mkpu,fear,0.438
halting,nkwụsị,nkwụsị,fear,0.435
rebels,ndị nnupụisi,ndị nnupụisi,fear,0.435
mysterious,ihe omimi,ihe omimi,fear,0.435
insulting,mkparị,mkparị,fear,0.435
repulsion,nchupu,nchụpụ,fear,0.431
glare,ntigbaa,ntigbaa,fear,0.43
sordid,siri ike,siri ike,fear,0.425
punitive,ntaramahụhụ,ntaramahụhụ,fear,0.425
tempest,oké ifufe,oké ifufe,fear,0.423
stake,osisi,osisi,fear,0.423
fainting,na -atụbọ,na -atụbọ,fear,0.422
dissident,ekweghị ekwe,ekweghị ekwe,fear,0.422
depresson,onye na -akụda mmụọ,onye na -akụda mmụọ,fear,0.422
thumping,na -akụ,na -akụ,fear,0.422
steal,zuo ohi,zuo ohi,fear,0.422
suspension,nkwusioru,nkwusioru,fear,0.422
publicspeaking,ikwu okwu n'ihu ọha,ikwu okwu n'ihu ọha,fear,0.422
ultimatum,njedebe,njedebe,fear,0.422
heathen,ọgọ mmụọ,ọgọ mmụọ,fear,0.422
offense,mmejọ,mmejọ,fear,0.422
coyote,coyote,nkịta ọhịa,fear,0.422
deleterious,na -emebi emebi,na -emebi emebi,fear,0.422
anathema,anathema,antemeta,fear,0.422
unnatural,na -ekwekọghị n'okike,na -ekwekọghị n'okike,fear,0.422
troll,troll,gbaa gburugburu,fear,0.422
usurped,weghaara,weghaara,fear,0.422
stresses,nrụgide,nrụgide,fear,0.422
disappear,ifu,ifu,fear,0.422
reticent,na -ala azụ,na -ala azụ,fear,0.422
bigot,onye isi ike,onye isi ike,fear,0.422
delusion,aghụghọ,aghụghọ,fear,0.422
wilderness,ọzara,ọzara,fear,0.422
stressin,nrụgide,nrụgide,fear,0.422
unsteady,ejighi ike,ejighi ike,fear,0.422
extrajudicial,onye na -enweghị isi,nke gafere iwu,fear,0.422
burdensome,ibu arọ,ibu arọ,fear,0.422
bayonet,bayoneeti,bayoneeti,fear,0.422
varicella,varicella,chịkịnpoksi,fear,0.422
infamous,aha ọjọọ,aha ọjọọ,fear,0.422
bier,bier,biee,fear,0.422
alien,ọbịa,ọbịa,fear,0.422
depress,ịda mbà n'obi,ịda mbà n'obi,fear,0.422
hydra,osisi,osisi,fear,0.422
lament,akwa arịrị,akwa arịrị,fear,0.422
prowl,nwuo,nwuo,fear,0.422
adversity,nsogbu,nsogbu,fear,0.418
ineptitude,enweghị isi,enweghị isi,fear,0.417
outsider,onye ala ọzọ,onye ala ọzọ,fear,0.413
ugliness,ihe ojoo,njọ,fear,0.41
immoral,omume rụrụ arụ,omume rụrụ arụ,fear,0.41
vulture,udele,udele,fear,0.41
possession,ihe onwunwe,ihe onwunwe,fear,0.406
distressed,obi erughị ala,obi erughị ala,fear,0.406
drones,drones,ụgbọala na-adọkpụ ihe,fear,0.406
scar,iberibe,apa,fear,0.406
dominant,nke kacha,nke kacha,fear,0.406
claw,mboanuohia,mbọ anụọhịa,fear,0.406
disgust,na -asọ oyi,na -asọ oyi,fear,0.406
disorder,aghara,aghara,fear,0.406
omnipotence,ike,ike,fear,0.406
stressing,na -emesi ike,na -emesi ike,fear,0.406
insolvent,emezughi,emezughi,fear,0.406
ghetto,ghetto,getọ,fear,0.406
recklessness,akpachapụghị anya,akpachapụghị anya,fear,0.406
blackout,mgbanyụ,mgbanyụ,fear,0.406
wary,kpachara anya,kpachara anya,fear,0.406
stressful,nrụgide,nrụgide,fear,0.406
weakly,adịghị ike,adịghị ike,fear,0.406
disallowed,ekweghi,ekweghi,fear,0.406
nausea,ọgbụgbọ,ọgbụgbọ,fear,0.406
screech,screech,iti mkpu,fear,0.406
escape,gbapụ,gbapụ,fear,0.406
penance,nchegharị,nchegharị,fear,0.406
tearful,anya mmiri,anya mmiri,fear,0.406
disabled,nwere nkwarụ,nwere nkwarụ,fear,0.406
deport,mbula,mbula,fear,0.406
squall,na -atụ ụjọ,na -atụ ụjọ,fear,0.406
resection,ntụgharị uche,ntụgharị uche,fear,0.406
dismissal,mgbasa,mgbasa,fear,0.406
whimper,ịsụ ngọngọ,ịsụ ngọngọ,fear,0.406
ohdear,"oo, ezigbo","oo, ezigbo",fear,0.406
rubble,mkpọmkpọ ebe,mpekere,fear,0.406
stretcher,ihe ndina,ihe ndina,fear,0.406
socialism,socialism,ọgbaọotu,fear,0.405
conspiracy,nkata,nkata,fear,0.4
toughness,isi ike,isi ike,fear,0.4
defection,mgbapu,mgba okpuru,fear,0.398
absence,enweghị,enweghị,fear,0.396
moan,ịkwa ákwá,ịkwa ákwá,fear,0.394
crusade,agha ntụte,agha ntụte,fear,0.392
repellent,ọgwụ ọchụ,ọgwụ ọchụ,fear,0.391
insolvency,enweghị isi,enweghị isi,fear,0.391
refutation,mgbagha,mgbagha,fear,0.391
diagnosis,nchoputa,nchoputa,fear,0.391
concealment,nzuzo,nzuzo,fear,0.391
descent,mgbada,ụmụ,fear,0.391
conquer,merie,merie,fear,0.391
overt,kpughere,kpughere,fear,0.391
theocratic,ọchịchị Chineke,ọchịchị Chineke,fear,0.391
snare,ọnyà,ọnyà,fear,0.391
xanax,xanax,zenaksi,fear,0.391
cyst,ahu otutu,sist,fear,0.391
suspicion,nrutuaka,nrutuaka,fear,0.391
musket,musket,ngwa agha,fear,0.391
brimstone,brimstone,ọkụ mmụọ,fear,0.391
separation,nkewa,nkewa,fear,0.391
gulp,gulp,iri ihe n'ike,fear,0.391
unemployed,enweghị ọrụ,enweghị ọrụ,fear,0.391
excitation,mkpali,mkpali,fear,0.391
scarecrow,egwu egwu,egwu egwu,fear,0.391
unrest,ọgba aghara,ọgba aghara,fear,0.391
cleave,rapara,rapara,fear,0.391
reject,iju,iju,fear,0.391
radon,radon,redọn,fear,0.391
spaz,spaz,onye nzuzu,fear,0.391
mental,uche,uche,fear,0.391
poverty,ịda ogbenye,ịda ogbenye,fear,0.391
nervy,ụjọ,ụjọ,fear,0.391
dubious,na -enyo enyo,na -enyo enyo,fear,0.391
submission,nrubeisi,nrubeisi,fear,0.391
hardened,obi tara mmiri,obi tara mmiri,fear,0.391
lose,ida,ida,fear,0.391
whatdoido,Kedu ihe m ga-eme,Kedu ihe m ga-eme,fear,0.391
discrimination,ịkpa oke,ịkpa oke,fear,0.391
urgency,ngwa ngwa,ngwa ngwa,fear,0.391
procedure,usoro,usoro,fear,0.391
avoiding,na -ezere,na -ezere,fear,0.391
exigent,exigent,ngwangwa,fear,0.391
stifled,gbachiri nkịtị,gbachiri nkịtị,fear,0.391
orc,orc,ekere,fear,0.388
throb,tie mkpu,tie mkpu,fear,0.388
outcast,onye ajuru aju,onye ajuru aju,fear,0.388
disapprove,ajụghị,ajụghị,fear,0.38
dontpanic,dontpanic,atụla ụjọ,fear,0.378
plea,arịrịọ,arịrịọ,fear,0.377
withdrawals,ndọrọ ego,ndọrọ ego,fear,0.377
barricade,mgbochi,mgbochi,fear,0.375
bankrupt,odida,ọdịda,fear,0.375
pressure,nrụgide,nrụgide,fear,0.375
expose,ikpughe,ikpughe,fear,0.375
frigate,frigate,ụgbọ,fear,0.375
edict,iwu,iwu,fear,0.375
dissolution,mgbasa,mgbasa,fear,0.375
suspected,enyo enyo,enyo enyo,fear,0.375
sneaking,na -amị amị,na -amị amị,fear,0.375
sultan,sultan,sụltan,fear,0.375
misconception,echiche na -ezighi ezi,echiche na -ezighi ezi,fear,0.375
military,ndị agha,ndị agha,fear,0.375
embarrassment,ihere,ihere,fear,0.375
psychological,nke uche,nke uche,fear,0.375
mentalhealth,ahụike uche,ahụike uche,fear,0.375
nauseous,afọ ọsịsa,afọ ọsịsa,fear,0.375
escaped,gbapụrụ,gbapụrụ,fear,0.375
locust,igurube,igurube,fear,0.375
chasm,olulu,kazim,fear,0.375
chimera,chimera,anụmanụ,fear,0.375
grieve,iru uju,iru uju,fear,0.375
obligor,obligor,onye mkpezi,fear,0.375
whirlpool,ikuku mmiri,ikuku mmiri,fear,0.375
antsy,antsy,ezughị ike,fear,0.375
kerosene,manu oku,mmanụ ọkụ,fear,0.375
interrogate,jụọ ajụjụ,jụọ ajụjụ,fear,0.375
bunker,bonka,bonka,fear,0.375
bad,ọjọọ,ọjọọ,fear,0.375
taunt,njakịrị,okporoko,fear,0.375
coldness,oyi,oyi,fear,0.375
dentistry,dọkịta ezé,dọkịta ezé,fear,0.375
repellant,onye nchighari,onye nchighari,fear,0.373
unknown,amaghi,amaghi,fear,0.369
pare,nkọwa,nkọwa,fear,0.367
jealousy,ekworo,ekworo,fear,0.365
government,ọchịchị,ọchịchị,fear,0.359
onedge,onedge,n'oke,fear,0.359
bottomless,enweghi ike,enweghi ike,fear,0.359
headaches,isi ọwụwa,isi ọwụwa,fear,0.359
desert,ọzara,ọzara,fear,0.359
exam,ule,ule,fear,0.359
dart,dart,ọgbụgba,fear,0.359
difficult,siri ike,siri ike,fear,0.359
measles,akpịrịkpa,kitikpa,fear,0.359
cur,cur,nkịta,fear,0.359
conquest,mmeri,mmeri,fear,0.359
burke,burke,igbu,fear,0.359
depreciation,iweda ego,iweda ego,fear,0.359
contempt,nlelị,nlelị,fear,0.359
mandamus,mandamus,iwu,fear,0.359
rejects,jụrụ,jụrụ,fear,0.359
spike,ọgọ,ọgọ,fear,0.359
sectarian,ịrọ òtù,ịrọ òtù,fear,0.359
revolution,mgbanwe,mgbanwe,fear,0.359
consternation,mgbagwoju anya,mgbagwoju anya,fear,0.359
jaundice,jaundice,ilu,fear,0.359
wasting,imefusị,imefusị,fear,0.359
bankruptcy,odida,ọdịda,fear,0.359
recurring,ugboro ugboro,ugboro ugboro,fear,0.359
mug,Foto Ụlọ Nga,Foto Ụlọ Nga,fear,0.359
anomaly,anomaly,pụrụ iche,fear,0.359
stint,stint,gbatịa,fear,0.359
rebel,onye nnupu isi,onye nnupu isi,fear,0.359
mournful,na -eru uju,na -eru uju,fear,0.359
cautionary,ịkpachara anya,ịkpachara anya,fear,0.359
formidable,dị egwu,dị egwu,fear,0.359
timid,ihere,ihere,fear,0.359
pessimism,enweghị nchekwube,enweghị nchekwube,fear,0.359
warned,dọrọ aka ná ntị,dọrọ aka ná ntị,fear,0.359
sortie,dị iche,dị iche,fear,0.359
concerned,nchegbu,nchegbu,fear,0.359
languishing,na -ata ahụhụ,na -ata ahụhụ,fear,0.358
constrain,nsogbu,nsogbu,fear,0.358
bane,nsogbu,nsogbu,fear,0.356
warden,onye nlekọta,onye nlekọta,fear,0.354
impeach,impeach,ebubo,fear,0.354
adverse,oghom,ọghọm,fear,0.352
lawyer,ọkàiwu,ọkàiwu,fear,0.349
libel,ikwuto,ikwutọ,fear,0.348
retrenchment,mwepu,mgbubilata,fear,0.345
imminent,dị nso,na-abịanụ,fear,0.345
shaky,na -ama jijiji,na -ama jijiji,fear,0.344
recession,nlaazu,nlaazu,fear,0.344
avoidance,ezere,ezere,fear,0.344
pest,pesti,pesti,fear,0.344
obstacle,ihe mgbochi,ihe mgbochi,fear,0.344
contentious,na -ese okwu,na -ese okwu,fear,0.344
cutter,cutter,ihe eji ebe ihe,fear,0.344
fanaticism,ife ofufe,ife ofufe,fear,0.344
loneliness,owu ọmụma,owu ọmụma,fear,0.344
opium,opium,ọgwụ,fear,0.344
hiss,na -agba ọsọ,igbu mkpọrọhihi,fear,0.344
resistant,na -eguzogide,na -eguzogide,fear,0.344
servile,servile,ohuu,fear,0.344
sorrow,iru uju,iru uju,fear,0.344
psych,mgbaka,uche,fear,0.344
parachute,parashute,parachuutu,fear,0.344
verdict,mkpebi,mkpebi,fear,0.344
belittle,iweda ala,iweda ala,fear,0.344
taboo,taboo,alụ,fear,0.344
bearish,bearish,agba,fear,0.344
evade,zere,zere,fear,0.344
discipline,ịdọ aka ná ntị,ịdọ aka ná ntị,fear,0.344
shortage,ụkọ,ụkọ,fear,0.344
unjustifiable,enweghi ezi omume,enweghi ezi omume,fear,0.344
knell,ikpere,ikpere,fear,0.344
reckless,akpachapụghị anya,akpachapụghị anya,fear,0.344
shame,ihere,ihere,fear,0.344
hesitation,obi abụọ,obi abụọ,fear,0.344
swerve,zere,zere,fear,0.344
defy,nlelị,nlelị,fear,0.344
launches,malite,malite,fear,0.344
opposed,emegide,emegide,fear,0.344
disrespectful,enweghị nkwanye ùgwù,enweghị nkwanye ùgwù,fear,0.343
phalanx,phalanx,egbe,fear,0.342
creature,ihe okike,ihe okike,fear,0.34
specter,onye nlele,onye nlele,fear,0.331
mortgage,nnyefe ego,nnyefe ego,fear,0.331
enigmatic,enigmatic,nsogbu,fear,0.329
undesirable,ekwesighi,ekwesighi,fear,0.328
adrift,adrift,ịsee n'elu mmiri,fear,0.328
spillin,spillin,ịkwafu,fear,0.328
bugaboo,bugugoo,bọgabuu,fear,0.328
supremacy,oke,oke,fear,0.328
hives,amịrị,amịrị,fear,0.328
police,uwe ojii,uwe ojii,fear,0.328
shank,gbajie,egbe ala,fear,0.328
feeling,mmetụta,mmetụta,fear,0.328
unlucky,kechioma,kechioma,fear,0.328
weirdo,weirdo,onye ara,fear,0.328
senseless,nzuzu,nzuzu,fear,0.328
wimp,wimp,onye enweghị okwukwe,fear,0.328
subordinate,nọ n'okpuru,nọ n'okpuru,fear,0.328
dominion,ọchịchị,ọchịchị,fear,0.328
outpost,ogige ndị agha,ogige ndị agha,fear,0.328
shutdown,mechie,mechie,fear,0.328
smut,akụ,akụ,fear,0.328
mishap,ihe mberede,ihe mberede,fear,0.328
remove,wepu,wepu,fear,0.328
quash,kwụọ ụgwọ,ibelata,fear,0.328
uhoh,ahuhu,mkpu,fear,0.328
defendant,onye ikpe,onye ikpe,fear,0.328
encumbrance,isi ike,isi ike,fear,0.328
dike,dike,daịk,fear,0.328
gametime,oge ndụ,oge ndụ,fear,0.328
caution,ịkpachara anya,ịkpachara anya,fear,0.328
ethereal,ethereal,etetirial,fear,0.328
loom,ekwe,ekwe,fear,0.328
wrongly,na ezighi ezi,na ezighi ezi,fear,0.328
gladiator,gladiator,onye n'akụ ọkpọ,fear,0.328
unsettled,aghara aghara,aghara aghara,fear,0.327
scarce,ụkọ,ụkọ,fear,0.327
antisocial,onye na -emegide mmadụ,onye na -emegide mmadụ,fear,0.324
astray,kpafuo,kpafuo,fear,0.32
vigilant,mụrụ anya,mụrụ anya,fear,0.319
socialist,onye na -elekọta mmadụ,onye na -elekọta mmadụ,fear,0.318
halter,nkwụsị,nkwụsị,fear,0.318
pessimist,pessimist,onye enweghị okwukwe,fear,0.317
pacing,ịgba ọsọ,ịgba ọsọ,fear,0.316
uneasy,obi erughị ala,obi erughị ala,fear,0.312
conspire,na -akpa nkata,na -akpa nkata,fear,0.312
laxative,na -egbu mgbu,na -egbu mgbu,fear,0.312
therapist,onye na -agwọ ọrịa,onye na -agwọ ọrịa,fear,0.312
powerful,dị ike,dị ike,fear,0.312
bewilderment,mgbagwoju anya,mgbagwoju anya,fear,0.312
opponent,onye mmegide,onye mmegide,fear,0.312
wimpy,wimpy,adịghị ike,fear,0.312
ahhhhhhhh,ahuhu,ahuhu,fear,0.312
cram,cram,ọkpụkpụ,fear,0.312
clinical,ọgwụ,ọgwụ,fear,0.312
valium,ike,ike,fear,0.312
unkind,obi ojoo,obi ọjọọ,fear,0.312
blight,ntụpọ,ntụpọ,fear,0.312
trickery,aghụghọ,aghụghọ,fear,0.312
thorny,ogwu,ogwu,fear,0.312
unexpected,na -atụghị anya ya,na -atụghị anya ya,fear,0.312
whirlwind,oké ifufe,oké ifufe,fear,0.312
obsessing,na -atụ egwu,na -atụ egwu,fear,0.312
discontinuity,nkwụsị,nkwụsị,fear,0.312
deadline,oge ngwụcha,oge ngwụcha,fear,0.312
foreigner,onye mba ọzọ,onye mba ọzọ,fear,0.312
collusion,nchịkọta,nchịkọta,fear,0.312
ordnance,ordnance,ngwa agha,fear,0.312
nether,ọzọ,ọzọ,fear,0.312
dentist,dọkịta eze,dọkịta eze,fear,0.312
seclusion,mwepu,mwepu,fear,0.312
muzzle,imi,imi,fear,0.312
chargeable,ebubo,ebubo,fear,0.312
litigate,ịgba akwụkwọ,ịgba akwụkwọ,fear,0.312
overthinking,na-eche oke echiche,na-eche oke echiche,fear,0.309
doubts,obi abụọ,obi abụọ,fear,0.308
irrational,enweghị uche,enweghị uche,fear,0.305
seriousness,ịdị mkpa,ịdị mkpa,fear,0.305
teasing,njakịrị,njakịrị,fear,0.303
razor,agụba,agụba,fear,0.303
erase,ihichapu,ihichapu,fear,0.303
sweating,ọsụsọ,ọsụsọ,fear,0.298
unsurpassed,enweghị atụ,enweghị atụ,fear,0.297
depreciated,belatara,belatara,fear,0.297
giant,ibu,ibu,fear,0.297
reluctant,ekweghiekwe,ekweghiekwe,fear,0.297
timidity,ihere,ihere,fear,0.297
crouching,na -edina ala,na -edina ala,fear,0.297
weighty,dị arọ,dị arọ,fear,0.297
mislead,duhie,duhie,fear,0.297
endless,enweghi ngwụcha,enweghi ngwụcha,fear,0.297
medical,ọgwụ,ọgwụ,fear,0.297
adjudicate,ikpe ikpe,ikpe ikpe,fear,0.297
flounder,ndagharị,ndagharị,fear,0.297
dashed,kụwara,kụwara,fear,0.297
deflation,mmụba,mmbelata,fear,0.297
bitch,nkịta,nkịta,fear,0.297
auditor,onye nlekota ego,onye nlekota ego,fear,0.297
inflation,onu oriri,onu oriri,fear,0.297
avoid,zere,zere,fear,0.297
swamp,apiti,apiti,fear,0.297
mage,mage,dịbịa afa,fear,0.297
hide,zoo,zoo,fear,0.297
bale,bale,ihe ọjọọ,fear,0.297
warning,ịdọ aka na ntị,ịdọ aka na ntị,fear,0.297
deluge,iju mmiri,iju mmiri,fear,0.287
disinformation,mgbasa,mgbasa,fear,0.286
court,ulo ikpe,ụlọ ikpe,fear,0.284
aversion,ịkpọasị,ịkpọasị,fear,0.283
remains,foduru,fọdụrụ,fear,0.281
hurryup,mee ọsọ ọsọ,mee ọsọ ọsọ,fear,0.281
oncoming,na -abịa,na -abịa,fear,0.281
unfriendly,enyi na enyi,enyi na enyi,fear,0.281
discourage,kụda mmụọ,kụda mmụọ,fear,0.281
dwarfed,dwarfed,dụwafted,fear,0.281
rush,mee ọsọ ọsọ,mee ọsọ ọsọ,fear,0.281
yelp,mkpu,mkpu,fear,0.281
unruly,adighi ike,agwa adịghị mma,fear,0.281
surveillance,onyunyo,onyunyo,fear,0.281
swelling,ọzịza,ọzịza,fear,0.281
cautious,kpachara anya,kpachara anya,fear,0.281
fortress,ebe ewusiri ike,ebe ewusiri ike,fear,0.281
notready,ugbua,adịghị nkwadobe,fear,0.281
bigoted,mpako,mpako,fear,0.281
submitting,na -edo onwe ha n'okpuru,na -edo onwe ha n'okpuru,fear,0.281
confusion,mgbagwoju anya,mgbagwoju anya,fear,0.281
challenge,ihe ịma aka,ihe ịma aka,fear,0.281
flying,na -efe efe,na -efe efe,fear,0.281
cartridge,katrij,katrij,fear,0.281
apache,apache,apachị,fear,0.281
wan,wan,enweghị mmasi,fear,0.281
mistaken,hiere ụzọ,hiere ụzọ,fear,0.281
intense,siri ike,siri ike,fear,0.279
alerts,alerts,imụanya,fear,0.276
noncompliance,nrube isi,nrube isi,fear,0.276
planes,ụgbọ elu,ụgbọ elu,fear,0.274
cop,cop,ịwere ihe,fear,0.273
displeased,iwe,iwe,fear,0.273
unbridled,na -achịkwaghị achịkwa,na -achịkwaghị achịkwa,fear,0.271
auditions,nyocha,nyocha,fear,0.266
acrobat,acrobat,akrobat,fear,0.266
blemish,nkwarụ,nkwarụ,fear,0.266
skid,skid,skidi,fear,0.266
confession,nkwupụta,nkwupụta,fear,0.266
problem,nsogbu,nsogbu,fear,0.266
operation,ọrụ,ọrụ,fear,0.266
banger,banger,orụ,fear,0.266
newjob,ọhụrụ,ọhụrụ,fear,0.266
posse,posse,oto nyemaka,fear,0.266
elevation,elu,elu,fear,0.266
insomnia,ehighị ụra nke ọma,ehighị ụra nke ọma,fear,0.266
blindfold,ikpuchi ihu,ikpuchi ihu,fear,0.266
cupping,iko,iko,fear,0.266
immerse,mikpuo,mikpuo,fear,0.266
cloak,mkpuchi,mkpuchi,fear,0.266
sneak,sinik,sinik,fear,0.266
crowds,ìgwè mmadụ,ìgwè mmadụ,fear,0.266
flurries,ihe mgbapụta,ihe mgbapụta,fear,0.266
crouch,dakpoo,dakpoo,fear,0.266
force,ike,ike,fear,0.266
regiment,ndi agha,ndi agha,fear,0.266
forgotten,echefuru,echefuru,fear,0.266
belt,eriri,eriri,fear,0.266
hooded,kpuchie isi,kpuchie isi,fear,0.266
uncanny,anwansi,anwansi,fear,0.266
affront,mkparị,mkparị,fear,0.266
sentence,ikpe,ikpe,fear,0.266
hood,mkpuchi,mkpuchi,fear,0.266
spur,kpalie,kpalie,fear,0.262
defense,agbachitere,agbachitere,fear,0.258
mortgagor,mortgor,mọgajọ,fear,0.258
indifference,enweghị mmasị,enweghị mmasị,fear,0.25
delusional,nduhie,nduhie,fear,0.25
hag,igwe,amunsu,fear,0.25
scapegoat,ewu ewu,ewu ewu,fear,0.25
forewarned,dọrọ aka ná ntị,dọrọ aka ná ntị,fear,0.25
repent,chegharịa,chegharịa,fear,0.25
breakingnews,agbasa akụkọ,agbasa akụkọ,fear,0.25
rating,ọkwa,ọkwa,fear,0.25
run,gbaa ọsọ,gbaa ọsọ,fear,0.25
indecisive,obi abụọ,obi abụọ,fear,0.25
stealthy,izu ohi,izu ohi,fear,0.25
picket,pịketị,pịketị,fear,0.25
foul,ihe ojoo,ihe ọjọọ,fear,0.25
sunk,mikpuo,mikpuo,fear,0.25
spinster,ogwe osisi,nwanyi alụghị dị,fear,0.25
react,meghachi omume,meghachi omume,fear,0.25
jobinterview,jobinterview,ọrụ,fear,0.25
swampy,apiti,apiti,fear,0.25
impatiently,enweghi ndidi,enweghi ndidi,fear,0.25
doubt,obi abụọ,obi abụọ,fear,0.25
insect,ahụhụ,ahụhụ,fear,0.25
unfamiliar,amaghi,amaghi,fear,0.25
cataract,cataract,ọrịa anya,fear,0.25
obliging,na -akwụ ụgwọ,na -akwụ ụgwọ,fear,0.25
guard,nche,nche,fear,0.25
rascal,nzuzu,nzuzu,fear,0.25
standstill,kwụrụ ọtọ,kwụrụ ọtọ,fear,0.25
defend,chebe,chebe,fear,0.25
badhabit,ebe obibi ọjọọ,ebe obibi ọjọọ,fear,0.242
grounded,tọrọ ntọala,tọrọ ntọala,fear,0.242
highest,nke kachasi elu,nke kachasi elu,fear,0.236
shrink,ịda mbà,ịda mbà,fear,0.234
overdrive,overdrive,inyasi ike,fear,0.234
shelters,ụlọ,ụlọ,fear,0.234
dependence,ndabere,ndabere,fear,0.234
buck,ego,ego,fear,0.234
inequality,ahaghị nhata,ahaghị nhata,fear,0.234
insomniac,ehighị ụra nke ọma,ehighị ụra nke ọma,fear,0.234
pinion,pinion,aka nnụnụ,fear,0.234
buzz,uzu,ife efe,fear,0.234
chicken,ọkụkọ,ọkụkọ,fear,0.234
aaaah,ahuhu,ahuhu,fear,0.234
rekindle,melite,melite,fear,0.234
psychiatrist,dibia mgbaka,dibia mgbaka,fear,0.234
finalized,emecha,emecha,fear,0.234
bee,anu,anwụ,fear,0.234
sleepless,ehighị ụra,ehighị ụra,fear,0.234
instinctive,mmuo,mmuo,fear,0.234
discontent,enweghi afọ ojuju,enweghi afọ ojuju,fear,0.234
difficulty,ihe isi ike,ihe isi ike,fear,0.234
thatmoment,oge ahụ,oge ahụ,fear,0.234
verge,verge,osisi,fear,0.234
intercede,ịrịọ arịrịọ,ịrịọ arịrịọ,fear,0.234
scaffold,ihe mkpuchi,ihe mkpuchi,fear,0.234
rushing,na -eme ọsọ ọsọ,na -eme ọsọ ọsọ,fear,0.233
default,ndabara,ndabara,fear,0.226
overslept,karịrị akarị,ịrahụfe ụra oke,fear,0.226
confessional,nkwupụta,nkwupụta,fear,0.225
impatient,enweghi ndidi,enweghi ndidi,fear,0.224
cane,mkpisi,mkpisi,fear,0.219
veer,lee,ịgbanwe,fear,0.219
blues,blues,anụnụ anụnụ,fear,0.219
heft,heft,arọ,fear,0.219
fingerscrossed,mkpịsị aka aka,mkpịsị aka aka,fear,0.219
unequal,ahaghị nhata,ahaghị nhata,fear,0.219
lastminute,ikpeazụ nkeji,ikpeazụ nkeji,fear,0.219
bait,nri ọnyà,nri ọnyà,fear,0.219
waver,ịma jijiji,ịma jijiji,fear,0.219
whatif,ọ bụrụ na,ọ bụrụ na,fear,0.219
sweat,ajirija,ajirija,fear,0.219
stingy,ntamu,enweghi aka onyinye,fear,0.219
jungle,oke ohia,oke ọhịa,fear,0.219
revelations,mkpughe,mkpughe,fear,0.219
tactics,ụzọ,ụzọ,fear,0.219
thrill,mkpali,mkpali,fear,0.219
immigrant,onye mbịarambịa,onye mbịarambịa,fear,0.219
overtired,overtired,ike ọgwụgwụ,fear,0.218
prognosis,amụma,amụma,fear,0.217
alertness,ịmụrụ anya,ịmụrụ anya,fear,0.216
hyped,dakwasịrị,dakwasịrị,fear,0.214
wishmeluck,cheremeluck,cherem ihuoma,fear,0.212
toomuchtodo,toomuchtodo,oburu ibu ime,fear,0.212
tryouts,nnwale,nnwale,fear,0.21
clowns,ndị omekome,ndị ome ọchị,fear,0.207
restless,zuru ike,ezughị ike,fear,0.204
fluctuation,mmajijiji,mmajijiji,fear,0.204
examination,nyocha,nyocha,fear,0.204
phew,ewu,ewu,fear,0.203
birth,omumu,ọmụmụ,fear,0.203
help,Enyemaka,Enyemaka,fear,0.203
mighty,dị ike,dị ike,fear,0.203
acceptances,nnabata,nnabata,fear,0.203
recesses,ezumike,ezumike,fear,0.203
quail,nnụnụ kwel,mekọtaonwe,fear,0.203
hurry,mee ọsọ ọsọ,mee ọsọ ọsọ,fear,0.203
uphill,elu ugwu,elu ugwu,fear,0.203
