word,machine,human,label,emotion_intensity_score
miraculous,iyanu,ìyanu,joy,0.773
fiesta,ayẹyẹ,ayẹyẹ,joy,0.773
cheered,yọ,yọ,joy,0.773
positivity,rere,rere,joy,0.773
congrats,oriire,oríire,joy,0.773
cheers,idunnu,ìdùnnú,joy,0.773
lovable,ololufẹ,olólùfẹ́,joy,0.773
funday,igbadun,ìgbádùn,joy,0.772
enjoying,igbadun,ìgbádùn,joy,0.771
thebest,o ti dara ju,ó ti dára jù,joy,0.766
lifeisgood,igbesi aye to dara,ìgbésí ayé tó dára,joy,0.766
smiles,rẹrin musẹ,rẹ́rìn-ín músẹ́,joy,0.766
christmasspirit,kristmasspirit,èmin kérésì,joy,0.766
amused,moriwu,móríwú,joy,0.766
goodfeeling,inu rere,inú rere,joy,0.766
sosweet,o dun,ó dùn,joy,0.766
cuddling,fifẹ,fìfẹ́,joy,0.766
party,ayẹyẹ,ayẹyẹ,joy,0.765
delight,igbadun,ìgbádùn,joy,0.765
orgasm,itanna,ìtànná,joy,0.765
positive,rere,rere,joy,0.761
cheerfulness,idunnu,ìdùnnú,joy,0.758
enlighten,tan imọlẹ,tan ìmọ́lẹ̀,joy,0.758
sweetheart,ololufe,olólùfẹ́,joy,0.758
miracles,iyanu,ìyanu,joy,0.758
christmastime,akoko keresimesi,àkókò Kérésìmesì,joy,0.757
giddy,giddy,òòyì,joy,0.757
laughs,rẹrin,rẹ́rìn-ín,joy,0.75
pleasing,tenilorun,ténilọ́rùn,joy,0.75
blessings,ibukun,ìbùkún,joy,0.75
romantic,ifẹ,ìfẹ́,joy,0.75
gratify,itẹlọrun,ìtẹ́lọ́rùn,joy,0.75
smile,rẹrin musẹ,rẹ́rìn-ín músẹ́,joy,0.75
happyholidays,isinmi isinmi,ìsinmi,joy,0.75
tistheseason,igba diẹ,ìgbà díẹ̀,joy,0.75
greatness,titobi,títóbi,joy,0.75
friendliness,ore,ore,joy,0.75
frolic,ṣiṣan,ṣíṣàn,joy,0.748
positiveenergy,agbara rere,agbára rere,joy,0.742
jubilee,jubeli,Júbílì,joy,0.742
enthusiasm,itara,ìtara,joy,0.742
miracle,iyanu,ìyanu,joy,0.742
magical,idan,idán,joy,0.742
goodvibes,ti o dara,tí ó dára,joy,0.742
selflove,ife ara eni,ìfẹ́-ara-ẹni,joy,0.742
triumph,isegun,ìṣègùn,joy,0.742
rewarding,funlebun,fún lẹ́bùn,joy,0.742
feelgood,lero ti o dara,lérò tí ó dára,joy,0.736
prosperity,aisiki,áásìkí,joy,0.735
admiration,iwunilori,ìwúnilórí,joy,0.734
feelinggood,rilara dara,ìmọ̀lára ayọ̀,joy,0.734
tgif,tgif,patí alẹ́ jímọ̀,joy,0.734
passionate,kepe,képè,joy,0.734
goodday,ojo dada,Ọjọ́ dáadáa,joy,0.734
greatnight,oru nla,òru ńlá,joy,0.734
behappy,je kini Re Dun,jẹ́ kí inú rẹ dùn,joy,0.734
victory,iṣẹgun,ìṣẹ́gun,joy,0.734
vivacious,vivacious,àlàáfíà,joy,0.734
luxurious,adun,adùn,joy,0.734
enchant,enchant,fi ẹwà mú,joy,0.734
glorification,iyin,ìyìn,joy,0.733
glowing,didan,dídán,joy,0.729
sing,kọrin,kọrin,joy,0.729
yessss,yessss,bẹ́ẹ̀ni,joy,0.728
fulfillment,imuse,ìmúṣẹ,joy,0.728
breathtaking,yanilenu,yanilẹ́nu,joy,0.728
cheery,idunnu,ìdùnnú,joy,0.727
hurrah,hurray,húrè,joy,0.727
merry,ariya,àríyá,joy,0.727
thankful,ọpẹ,ọpẹ́,joy,0.727
win,ṣẹgun,ṣẹ́gun,joy,0.727
christmasbreak,keresimesi,Kérésìmesì,joy,0.727
atpeace,alaafia,àlàáfíà,joy,0.727
award,eye,ẹyẹ,joy,0.727
santa,santa,sáńtà,joy,0.727
radiance,itanna,ìtànná,joy,0.725
inspiration,awokose,àwòkọ́ṣe,joy,0.725
pleased,dùn,dùn,joy,0.725
uplift,gbe soke,gbé sókè,joy,0.723
optimistic,ireti,ìrètí,joy,0.723
thrill,dani lorun,dáni lọ́rùn,joy,0.721
holidays,isinmi,ìsinmi,joy,0.721
heaven,orun,ọ̀run,joy,0.721
lucky,orire,oríire,joy,0.721
godisgreat,Olorun tobi,ọlọ́run tóbi,joy,0.721
praising,iyin,Ìyìn,joy,0.719
heartfelt,tọkàntọkàn,tọkàntọkàn,joy,0.719
thriving,ti ndagba,ti ń dàgbà,joy,0.719
perfect,pipe,pípé,joy,0.719
congratulatory,oriire,oríire,joy,0.719
brighten,tan imọlẹ,tan ìmọ́lẹ̀,joy,0.719
amusement,iṣere,ìṣeré,joy,0.719
harmony,isokan,ìṣọ̀kan,joy,0.719
lover,ololufe,olólùfẹ́,joy,0.719
xmas,xmas,Kérésìmesì,joy,0.719
lovely,ẹlẹwà,ẹlẹ́wà,joy,0.719
utopian,utopian,onísòwò,joy,0.719
achievement,aseyori,àṣeyọrí,joy,0.712
bestfeeling,ti o dara julọ,tí ó dára jù lọ,joy,0.712
holiday,isinmi,ìsinmi,joy,0.712
luxury,igbadun,ìgbádùn,joy,0.712
merrychristmas,ikini ọdun keresimesi,ìkíni ọdún Kérésìmesì,joy,0.712
treasures,ìṣúra,ìṣúra,joy,0.712
luckiest,orire julọ,oríire jù lọ,joy,0.712
yay,yay,ya,joy,0.712
magic,idan,idán,joy,0.712
intimate,timotimo,tímọ́yímọ́,joy,0.71
soblessed,soblessed,bùkún,joy,0.706
yaaay,yaaay,yaaa,joy,0.706
rave,rave,àgbéyè wò dáradára,joy,0.706
chuckle,ẹrin,ẹ̀rín,joy,0.706
proud,igberaga,ìgbéraga,joy,0.704
goodlife,igbesi aye rere,ìgbésí ayé rere,joy,0.703
lovelife,lovelife,ayé ìfẹ́,joy,0.703
sweetest,adun julo,adùn jù lọ,joy,0.703
appreciates,mọrírì,mọrírì,joy,0.703
satisfying,itelorun,ìtẹ́lọ́rùn,joy,0.703
amazingly,iyalẹnu,ìyàlẹ́nu,joy,0.703
goodnews,iroyin rere,ìròyìn rere,joy,0.703
winning,gba,gba,joy,0.703
beautification,ẹwa,ẹwà,joy,0.703
gooood,gooood,dára,joy,0.703
cherish,nifẹẹ,nífẹ̀ẹ́,joy,0.703
truelove,ife otito,ìfẹ́ òtítọ́,joy,0.703
fuckyeah,fuckyeah,fọ́kìì,joy,0.703
cuddled,ti a fi papọ,tí a fi papọ̀,joy,0.703
optimism,ireti,ìrètí,joy,0.703
entertained,ṣe ere idaraya,ṣe eré ìdárayá,joy,0.7
yaay,yaaa,yaaa,joy,0.7
excite,ṣojulọyin,ṣojúlóyin,joy,0.697
newbeginnings,awọn ibẹrẹ tuntun,àwọn ìbẹ̀rẹ̀ tuntun,joy,0.693
praisejesus,iyin,ìyìn,joy,0.691
birthday,ojo ibi,Ọjọ́ ìbí,joy,0.691
honored,lola,lọ́la,joy,0.688
favorite,ayanfẹ,àyànfẹ́,joy,0.688
adoration,ijosin,ìjọsìn,joy,0.688
metime,metime,àsìkò ìsinmi,joy,0.688
greatfriends,awon ore nla,àwọn ore ńlá,joy,0.688
holidayseason,akoko isinmi,àkókò ìsinmi,joy,0.688
angelic,angeli,áńgẹ́lì,joy,0.688
godsend,oriṣa,òrìṣà,joy,0.688
content,akoonu,àkóónú,joy,0.688
exquisite,olorinrin,olórìnrìn,joy,0.688
thankyoujesus,thankyoujesus,o ṣé Jésù,joy,0.688
entertaining,idanilaraya,ìdánilárayá,joy,0.688
exaltation,igbega,ìgbéga,joy,0.682
luscious,luscious,aládùn,joy,0.682
precious,iyebiye,iyebíye,joy,0.682
brightens,tan imọlẹ,tan ìmọ́lẹ̀,joy,0.682
appreciated,abẹ,abẹ,joy,0.682
smiled,rẹrin musẹ,rẹ́rìn-ín músẹ́,joy,0.682
bestfriends,awọn ọrẹ to dara julọ,àwọn ọ̀rẹ́ tó dára jù lọ,joy,0.682
goodhealth,alafia,àlàáfíà,joy,0.682
memoriesiwontforget,memoryiwontforget,Ìṣẹ̀lẹ̀ tí mi ò ni gbàgbé,joy,0.682
majestic,ọlanla,ọláńlá,joy,0.682
tranquility,ifokanbale,ìfọkànbalẹ̀,joy,0.679
positively,daadaa,dáadáa,joy,0.676
embrace,gbá mọ́ra,gbá mọ́ra,joy,0.676
marry,fẹ,fẹ́,joy,0.676
hug,famọra,fàmọ́ra,joy,0.672
dearest,olufẹ,olùfẹ́,joy,0.672
grin,rẹrin,rẹ́rìn-ín,joy,0.672
giggles,rẹrin,rẹ́rìn-ín,joy,0.672
relaxation,isinmi,ìsinmi,joy,0.672
accomplished,ti pari,ti parí,joy,0.672
enliven,gbe laaye,gbé láàyè,joy,0.672
weeeee,weeeee,weeee,joy,0.672
contentment,ìtẹ́lọ́rùn,ìtẹ́lọ́rùn,joy,0.672
bday,bday,Ọjọ́ ìbí,joy,0.672
hilarious,panilerin,panilẹ́rìnín,joy,0.672
bountiful,lọpọlọpọ,lọ́pọ̀lọpọ̀,joy,0.667
boisterous,ariwo,ariwo,joy,0.667
adore,fẹran,fẹ́ràn,joy,0.667
fulfilled,ṣẹ,sẹ̀,joy,0.667
victor,asegun,aṣẹ́gun,joy,0.667
fulfill,mu ṣẹ,mú ṣẹ,joy,0.664
cuddles,cuddles,dì mọ́,joy,0.662
prosperous,aisiki,áásìkí,joy,0.66
satisfy,ni itẹlọrun,ní ìtẹ́lọ́rùn,joy,0.656
glow,tàn,tàn,joy,0.656
serenity,ifokanbale,ìfọkànbalẹ̀,joy,0.656
happynewyear,"e ku odun, eku iyedun","etkú ọdún, ẹ kú ìyèdún",joy,0.656
encouraged,iwuri,ìwúrí,joy,0.656
innerpeace,alafia inu,àlàáfíà inú,joy,0.656
christmaseve,christmaseve,àìsùn kérésì,joy,0.656
appreciation,riri,rírí,joy,0.656
pleasant,dídùn,dídùn,joy,0.656
humor,arin takiti,àrín tàkìtì,joy,0.656
captivate,ṣe ifamọra,ṣe ìfàmọ́ra,joy,0.656
romanticism,romanticism,Fẹ́ràn ìṣekúṣe,joy,0.656
besties,awọn oriṣi,àwọn oríṣìí,joy,0.656
praised,iyin,ìyìn,joy,0.652
fortunes,fortunes,ọrọ̀,joy,0.652
relaxing,isinmi,ìsinmi,joy,0.652
abundance,opo,òpó,joy,0.652
treasure,ìṣúra,ìṣura,joy,0.652
satisfaction,itelorun,ìtẹ́lọ́rùn,joy,0.652
praises,iyin,ìyìn,joy,0.652
engaged,npe,ń pé,joy,0.652
affection,ìfẹni,ìfẹni,joy,0.647
complement,iranlowo,ìrànlọ́wọ́,joy,0.647
nothingbetter,ohunkohun ko dara,ohunkóhun kò dára,joy,0.647
relieved,tu,tú,joy,0.647
carnival,Carnival,àjọ̀dún,joy,0.643
saintly,mimo,mímọ́,joy,0.641
uplifting,igbega,ìgbéga,joy,0.641
wedding,igbeyawo,ìgbéyàwó,joy,0.641
divine,Ibawi,ìbáwí,joy,0.641
harmoniously,ni ibamu,ní ìbámu,joy,0.641
champion,asiwaju,asíwájú,joy,0.641
priceless,ti ko ni idiyele,tí kò ní ìdíyelé,joy,0.641
achieve,se aseyori,ṣe àṣeyọrí,joy,0.641
jackpot,jackpot,tẹ́tẹ́,joy,0.641
sensuality,ifẹkufẹ,ìfẹ́kúfẹẹ,joy,0.641
thanksgiving,ọpẹ,ọpẹ́,joy,0.641
exalt,gbega,gbéga,joy,0.636
twinkle,seju,ṣéjú,joy,0.636
comforting,itunu,ìtùnú,joy,0.636
honeymoon,ijẹfaaji ijẹfaaji tọkọtaya,Ìjẹ fàájì tokotaya,joy,0.636
cuddle,cuddle,dì mọ́,joy,0.636
climax,ipari,ìparí,joy,0.636
winner,olubori,olúborí,joy,0.636
peaceful,alaafia,àlàáfíà,joy,0.636
reverie,reverie,ìrànrán,joy,0.636
yayy,bẹẹni,bẹ́ẹ̀ni,joy,0.636
felicity,idunnu,ìdùnnú,joy,0.636
xoxo,xoxo,ìfẹnukonu,joy,0.634
stargazing,ìràwọ̀,ìràwọ̀,joy,0.625
praisegod,praisegod,yin Ọlọ́run,joy,0.625
reward,ère,ère,joy,0.625
generosity,ilawo,ìlawọ́,joy,0.625
fondness,ifẹkufẹ,ìfẹ́kúfẹẹ,joy,0.625
gorgeous,alayeye,aláyẹyẹ,joy,0.625
sweet,dun,dùn,joy,0.625
amusing,amóríyá,amóríyá,joy,0.625
hearts,ọkàn,ọkàn,joy,0.625
festival,ajọdun,àjọ̀dún,joy,0.625
snuggling,rirun,rírùn,joy,0.625
brighter,tan imọlẹ,tan ìmọ́lẹ̀,joy,0.625
sex,ibalopo,ìbálòpọ̀,joy,0.622
beauty,ẹwa,ẹwà,joy,0.621
kind,oninuure,onínúure,joy,0.621
applause,iyin,ìyìn,joy,0.621
parade,Itolẹsẹ,ìtọ́lẹ́sẹ̀,joy,0.621
genial,genial,ìkónimọ́ra,joy,0.621
newlife,igbesi aye tuntun,ìgbésí ayé tuntun,joy,0.618
aspiring,ifẹkufẹ,ìfẹ́kúfẹẹ,joy,0.618
fulfilling,nmu,ń mú,joy,0.618
godbless,ibukun Ọlọrun,ìbùkún Ọlọ́run,joy,0.616
virtuous,oniwa rere,oníwà rere,joy,0.613
kiss,fẹnuko,fẹnukò,joy,0.61
adorable,joniloju,jonilójú,joy,0.609
awards,awọn ẹbun,àwọn ẹ̀bùn,joy,0.609
rekindle,rekindle,sọ jí,joy,0.609
super,nla,ńlá,joy,0.609
enlightenment,ìlàlóye,ìlàlóye,joy,0.609
rainbows,òṣùmàrè,òṣùmàrè,joy,0.609
elegance,didara,dídára,joy,0.609
generous,oninurere,onínúrere,joy,0.609
playful,elere,eléré,joy,0.609
christmas,keresimesi,Kérésìmesì,joy,0.609
praiseworthy,iyin,ìyìn,joy,0.609
winnings,winnings,borí,joy,0.609
independence,ominira,òmìnira,joy,0.607
amour,amour,ìhámọ́ra,joy,0.607
wonder,iyalẹnu,ìyàlẹ́nu,joy,0.606
surprises,iyalẹnu,ìyàlẹ́nu,joy,0.606
onelove,ifẹ kan,ìfẹ́ kan,joy,0.606
freely,larọwọto,lárọ̀wọ́tó,joy,0.606
hilarity,hilarity,ìyà lẹ́nu,joy,0.606
heheh,heheh,ìyìn,joy,0.606
inspired,imisi,ìmísí,joy,0.606
kindness,inurere,inú rere,joy,0.606
successful,aseyori,àṣeyọrí,joy,0.606
whimsical,ifẹkufẹ,ìfẹ́kúfẹẹ,joy,0.603
entertainment,idanilaraya,ìdánilárayá,joy,0.603
passion,ife gidigidi,ìfẹ́ gidigidi,joy,0.603
beautify,ṣe ẹwà,ṣe ẹwà,joy,0.601
stressfree,aibalẹ,àìbalẹ̀,joy,0.601
sunrise,Ilaorun,ìlà-oòrùn,joy,0.6
godisgood,oloore,olóore,joy,0.597
goodmusic,orin rere,orin rere,joy,0.594
revere,ibowo,ìbọ̀wọ̀,joy,0.594
whoo,wo,wo,joy,0.594
angel,angeli,áńgẹ́lì,joy,0.594
flirt,flirt,tage,joy,0.594
fanfare,iferan,ìfẹ́rán,joy,0.594
snuggled,gbamu,gbámú,joy,0.594
goodies,ohun rere,ohun rere,joy,0.594
thankgod,adupe lowo Olorun,a dúpẹ́ lọ́wọ́ Ọlọ́run,joy,0.594
inspire,imisi,ìmísì,joy,0.594
accomplishment,aṣepari,àṣeparí,joy,0.594
peacefully,ni alaafia,ní àlàáfíà,joy,0.594
jesus,jesu,Jésù,joy,0.594
friendship,ore,ore,joy,0.591
highest,ti o ga julọ,tí ó ga jù lọ,joy,0.591
heroic,akọni,akọni,joy,0.591
singing,orin,orin,joy,0.591
exalted,gbega,gbéga,joy,0.591
fortune,orire,oríire,joy,0.591
summer,igba ooru,ìgbà ooru,joy,0.591
overflowing,àkúnwọ́sílẹ̀,àkúnwọ́sílẹ̀,joy,0.588
woot,woot,irin ilẹ̀ india,joy,0.588
rollicking,yiyipo,yíyípo,joy,0.588
contented,itelorun,ìtẹ́lọ́rùn,joy,0.588
accolade,iyin,ìyìn,joy,0.586
hope,ireti,ìrètí,joy,0.586
cozy,farabale,farabalẹ̀,joy,0.583
delicious,adun,adùn,joy,0.579
darling,olufẹ,olùfẹ́,joy,0.578
praise,iyin,ìyìn,joy,0.578
raving,raving,ọ̀rọ̀ líle,joy,0.578
picturesque,alaworan,aláwòrán,joy,0.578
sensuous,ti ifẹkufẹ,ti ìfẹ́kúfẹẹ,joy,0.578
ambition,okanjuwa,ọ̀kánjúwà,joy,0.578
everlasting,ayeraye,ayérayé,joy,0.578
thelife,igbesi aye naa,ìgbésí ayé náà,joy,0.578
friendly,ore,ore,joy,0.578
sparkle,danu,dànù,joy,0.577
peace,alafia,àlàáfíà,joy,0.576
luckygirl,oriregirl,ọmọbìnrin olóríre,joy,0.576
flattering,ipọnni,ìpọ́nni,joy,0.576
heroism,akọni,akọni,joy,0.576
sensual,ifẹkufẹ,ìfẹ́kúfẹẹ,joy,0.576
grace,oore,oore,joy,0.576
succeeding,aṣeyọri,àṣeyọrí,joy,0.576
yeahhh,Bẹẹni,bẹ́ẹ̀ni,joy,0.576
livelife,gbe aye,gbé ayé,joy,0.574
special,pataki,pàtàkì,joy,0.574
tantalizing,tankalẹ,tàn kàlẹ̀,joy,0.572
pumped,ti fa soke,ti fà sókè,joy,0.567
admirable,admirable,wuni,joy,0.562
relax,Sinmi,sinki,joy,0.562
prevail,bori,borí,joy,0.562
superstar,gbajumọ,gbajúmọ̀,joy,0.562
yey,yey,Yey,joy,0.562
prosper,ṣe rere,ṣe rere,joy,0.562
surprise,iyalẹnu,ìyàlẹ́nu,joy,0.562
revels,awọn igbadun,àwọn ìgbádùn,joy,0.562
sunny,oorun,oòrùn,joy,0.562
worthwhile,wulo,wúlò,joy,0.562
humorous,awada,àwàdà,joy,0.562
liking,fẹran,fẹ́ràn,joy,0.562
sweets,lete,léte,joy,0.562
hero,akoni,akọni,joy,0.562
hugs,famọra,fàmọ́ra,joy,0.562
freedom,ominira,òmìnira,joy,0.561
tenderness,tutu,tutù,joy,0.561
favorable,ọjo,ọjọ́,joy,0.561
newyear,odun titun,ọdún titun,joy,0.561
masterpiece,aṣetan,aṣetán,joy,0.561
bless,bukun,bùkún,joy,0.561
dreams,awọn ala,àwọn àlá,joy,0.559
home,ile,ilé,joy,0.559
hopeful,ireti,ìrètí,joy,0.559
cruising,wiwakọ,wíwakọ̀,joy,0.556
gracias,gracias,ẹ ṣé,joy,0.554
faithfulness,ìdúróṣinṣin,ìdúróṣinṣin,joy,0.553
eagerness,itara,ìtara,joy,0.552
closeness,isunmọtosi,ìsúnmọ́tòsí,joy,0.552
sunshine,oorun,oòrùn,joy,0.551
comfy,itura,ìtura,joy,0.551
gifts,ebun,ẹ̀bùn,joy,0.547
mistletoe,mistletoe,Igi tóní májèlé,joy,0.547
confidence,igbekele,ìgbẹ́kẹ̀lé,joy,0.547
astonishment,iyalẹnu,ìyàlẹ́nu,joy,0.547
goodmorning,e kaaro,ẹ káàárọ̀,joy,0.547
daughter,ọmọbinrin,ọmọbìnrin,joy,0.547
vacation,isinmi,ìsinmi,joy,0.547
bonus,ajeseku,àjẹṣẹ́kù,joy,0.547
gift,ebun,ẹ̀bùn,joy,0.547
celestial,ọrun,ọ̀run,joy,0.547
heart,okan,ọkàn,joy,0.547
illuminate,tan imọlẹ,tan ìmọ́lẹ̀,joy,0.547
elite,olutayo,Olútayo,joy,0.547
completion,Ipari,ìparí,joy,0.547
lifted,gbe soke,gbé sókè,joy,0.547
zeal,ìtara,ìtara,joy,0.547
good,o dara,ó dára,joy,0.547
charmed,laya,láyà,joy,0.546
dance,ijó,ijó,joy,0.545
sublime,giga,gíga,joy,0.545
god,ọlọrun,Ọlọ́run,joy,0.545
gush,gush,sàn,joy,0.545
recreation,ere idaraya,eré ìdárayá,joy,0.545
encouragement,iwuri,ìwúrí,joy,0.545
freshstart,bẹrẹ tuntun,bẹ̀rẹ̀ tuntun,joy,0.544
free,ofe,ọ̀fẹ́,joy,0.544
savior,olugbala,Olùgbàlà,joy,0.543
sanctuary,ibi mimọ,ibi mímọ́,joy,0.541
grandchildren,awon omo omo,àwọn ọmọ-ọmọ,joy,0.54
wellness,alafia,àlàáfíà,joy,0.537
revel,ṣe ayẹyẹ,ṣe ayẹyẹ,joy,0.534
savor,adun,adùn,joy,0.531
music,orin,orin,joy,0.531
confident,igboya,ìgboyà,joy,0.531
money,owo,owó,joy,0.531
holiness,iwa -mimo,ìwà-mímọ́,joy,0.531
liberation,itusile,ìtúsílẹ̀,joy,0.531
alive,laaye,láàyè,joy,0.531
matrimony,igbeyawo,ìgbéyàwó,joy,0.531
vitality,agbara,agbára,joy,0.531
firstborn,akọbi,àkọ́bí,joy,0.531
rainbow,Rainbow,òṣùmàrè,joy,0.531
serene,alaafia,àlàáfíà,joy,0.531
inspirational,lokun,lókun,joy,0.531
soar,soar,fò,joy,0.531
soothing,itutu,ìtùnú,joy,0.531
dayoff,isinmi ojo kan,ìsinmi ọjọ́ kan,joy,0.531
fab,gbayi,gbayì,joy,0.531
bridal,iyawo,ìyàwó,joy,0.531
welcomed,tewogba,tẹ́wọ́gbà,joy,0.53
mastery,oga,ọ̀gá,joy,0.53
illumination,itanna,ìtànná,joy,0.53
warmth,iferan,ìfẹ́rán,joy,0.53
elegant,yangan,yangàn,joy,0.53
blossom,tanná,tanná,joy,0.53
glimmer,glimmer,tàn,joy,0.53
treat,toju,tojú,joy,0.529
faithful,olóòótọ,olóòótọ,joy,0.529
snuggles,rirọ,rírọ,joy,0.522
laurels,laureli,lọ́rẹ̀lì,joy,0.521
commendable,gbóríyìn fún,gbóríyìn fún,joy,0.519
silly,aimọgbọnwa,àìmọ́gbọ́nwá,joy,0.516
remarkable,o lapẹẹrẹ,ó lápẹẹrẹ,joy,0.516
jingle,jingle,ìpolongo,joy,0.516
zest,zest,dídán,joy,0.516
aspire,lepa,lépa,joy,0.516
noschool,ile -iwe,ilé-ìwé,joy,0.516
pride,igberaga,ìgbéraga,joy,0.516
brotherly,arakunrin,arákùnrin,joy,0.516
almighty,olodumare,Olódùmarè,joy,0.516
resplendent,replendent,tí ó dára,joy,0.516
fancy,fanimọra,fanimọ́ra,joy,0.516
abundant,lọpọlọpọ,lọ́pọ̀lọpọ̀,joy,0.516
succeed,ṣe aṣeyọri,ṣe àṣeyọrí,joy,0.516
presents,awọn ẹbun,àwọn ẹ̀bùn,joy,0.516
greeted,kí,kí,joy,0.516
powerful,alagbara,alágbára,joy,0.516
strengthening,okun,òkun,joy,0.516
payday,ọjọ isanwo,Ọjọ́ ìsanwó,joy,0.515
reunited,tun papo,tún papò,joy,0.515
comfort,itunu,ìtùnú,joy,0.515
spirit,emi,ẹ̀mí,joy,0.515
princely,ọmọ -alade,ọmọ-aládé,joy,0.515
coronation,itẹ -ọba,ìtẹ́-ọba,joy,0.515
complete,pari,parí,joy,0.515
newme,tuntun,tuntun,joy,0.515
animated,ti ere idaraya,ti eré ìdárayá,joy,0.515
therapeutic,iwosan,ìwòsàn,joy,0.515
leisure,fàájì,fàájì,joy,0.515
kid,omo kekere,ọmọ kékeré,joy,0.515
kudos,kudos,sárá,joy,0.515
shining,didan,dídán,joy,0.515
zen,Zen,ijọba Búdà,joy,0.515
vivid,han gidigidi,hàn gidigidi,joy,0.515
cutie,cutie,arẹwà,joy,0.515
thanking,dúpẹ lọwọ,dúpẹ́ lọ́wọ́,joy,0.515
familytime,akoko idile,àkókò ìdílé,joy,0.515
godly,iwa -bi -Ọlọrun,ìwà-bí-Ọlọ́run,joy,0.514
marriage,igbeyawo,ìgbéyàwó,joy,0.514
relationship,ibasepo,ìbáṣẹpọ̀,joy,0.514
daymade,ti ọjọ,ti ọjọ́,joy,0.514
spouse,oko tabi aya,ọkọ tàbí aya,joy,0.507
intimately,timotimo,tímọ́tímọ́,joy,0.507
visionary,iranran,ìrànrán,joy,0.5
respect,ibowo,ìbọ̀wọ̀,joy,0.5
nature,iseda,ìṣẹ̀dà,joy,0.5
holyspirit,ẹmi mimọ,ẹ̀mí mímọ́,joy,0.5
meritorious,meritorious,àlárinrin,joy,0.5
soulful,oninuure,onínúure,joy,0.5
refreshed,tù,tù,joy,0.5
motherhood,abiyamọ,abiyamọ,joy,0.5
family,ebi,ebi,joy,0.5
stressrelief,stressrelief,ìdẹ̀rùn,joy,0.5
achieved,ti ṣaṣeyọri,ti ṣàṣeyọrí,joy,0.5
diamond,okuta iyebiye,òkúta iyebíye,joy,0.5
teamjesus,teamjesus,ẹgbẹ́ jésù,joy,0.5
satisfied,itelorun,ìtẹ́lọ́rùn,joy,0.5
memorable,to sese,tó ṣéṣe,joy,0.5
encourage,iwuri fun,ìwúrí fún,joy,0.5
veracity,otitọ,òtítọ́,joy,0.5
gem,tiodaralopolopo,tí ó dára lọ́pọ̀lọpọ̀,joy,0.5
baby,Ọmọ,ọmọ,joy,0.5
dignity,iyì,iyì,joy,0.5
welcoming,aabọ,ààbò,joy,0.5
excel,tayo,tayọ,joy,0.5
healthy,ni ilera,ní ìlera,joy,0.5
beach,eti okun,etí òkun,joy,0.5
charitable,alanu,aláàánú,joy,0.5
inviting,pípe,pípe,joy,0.5
erotic,itagiri,ìtagìrì,joy,0.5
bloom,gbin,gbin,joy,0.5
christ,Kristi,Krístì,joy,0.5
accomplish,ṣaṣepari,ṣàṣeparí,joy,0.5
carefree,aibikita,àìbìkítà,joy,0.5
friends,awọn ọrẹ,àwọn ọ̀rẹ́,joy,0.5
purr,purr,púrì,joy,0.5
surreal,tẹriba,tẹríba,joy,0.5
health,ilera,ìlera,joy,0.493
aura,aura,òórùn aládùn,joy,0.493
oasis,osa,ọ̀sà,joy,0.486
approved,fọwọsi,fọwọ́sí,joy,0.486
liberty,ominira,òmìnira,joy,0.486
yehey,yehey,yehe,joy,0.486
prestige,ola,ọlá,joy,0.485
aspiration,ifẹkufẹ,ìfẹ́kúfẹẹ,joy,0.485
inseparable,ti a ko le pin,tí a kò lè pín,joy,0.485
crescendo,crescendo,agbègbè,joy,0.485
betrothed,iyawo,ìyàwó,joy,0.485
crowning,ade,adé,joy,0.485
loyal,adúróṣinṣin,adúróṣinṣin,joy,0.485
bounty,oore -ofe,oore-ọ̀fẹ́,joy,0.485
privileged,anfaani,àǹfààní,joy,0.485
liberate,igbala,ìgbàlà,joy,0.485
rapture,igbasoke,ìgbàsókè,joy,0.485
gentle,Onírẹlẹ,onírẹ̀lẹ̀,joy,0.485
engaging,lowosi,lọ́wọ́sí,joy,0.485
nocomplaints,awọn ẹdun,àwọn ẹ̀dùn,joy,0.485
selfworth,ti ara ẹni,tí ara ẹni,joy,0.484
desire,ifẹ,ìfẹ́,joy,0.484
luck,orire,oríire,joy,0.484
aloha,alaafia,àlàáfíà,joy,0.484
trophy,olowoiyebiye,olówó iyebíye,joy,0.484
chocolate,chocolate,ṣokoleeti,joy,0.484
transcendence,irekọja,ìrékọjá,joy,0.484
yummy,oloyinmọmọ,olóyinmọmọ,joy,0.484
datenight,datenight,àsálẹ́ olólùfẹ́,joy,0.484
fete,fete,ọdún ìfi fún ni,joy,0.484
creativity,àtinúdá,àtinúdá,joy,0.484
heyday,ojo nla,Ọjọ́ ńlá,joy,0.484
bouquet,oorun didun,òórùn dídùn,joy,0.484
dream,ala,àlá,joy,0.484
destiny,ayanmọ,àyànmọ́,joy,0.484
boyfriend,omokunrin,ọmọkùnrin,joy,0.48
commemoration,iranti,ìrántí,joy,0.479
intelligence,oye,òye,joy,0.477
readiness,imurasilẹ,ìmúrasílẹ̀,joy,0.473
bride,iyawo,ìyàwó,joy,0.471
friend,ore,ọ̀rẹ́,joy,0.471
enthusiast,olutayo,ọlútáyọ̀,joy,0.471
calming,tunu,fara balẹ̀,joy,0.47
massage,ifọwọra,ìfọwọ́rá,joy,0.47
