word,machine,human,label
promoting,igbega,gbega,positive
foreclosure,igba lọwọ ẹni,ìgbà lọ́wọ́ ẹni,negative
touchy,ifọwọkan,kanra,negative
flinch,flinch,ìrúnra,negative
franticly,ni igboya,ní ìgboyà,negative
seduction,seduction,ìtànjẹ,negative
hurting,farapa,farapa,negative
graciously,oore -ofe,oore -ofe,positive
cathartic,cathartic,jẹ́ ìrẹ̀sílẹ̀ ti orí,positive
killed,pa,pa,negative
obnoxious,obnoxious,ohun tí kò dára,negative
intellect,ọgbọn,ọgbọn,positive
recommendations,awọn iṣeduro,awọn iṣeduro,positive
tarnished,ti bajẹ,tàbùkù,negative
festival,ajọdun,ajọdun,positive
noble,ọlọla,ọlọla,positive
ply,ply,ṣe apọn,positive
boggle,ẹlẹgbin,ẹ̀gbin,negative
scintilla,scintilla,àmì dáradára,positive
amuse,iṣere,ṣere,positive
squeak,kigbe,kigbe,negative
pamper,pamper,toju,positive
shrill,gbigbọn,gbígbọ́n,negative
infantile,ìkókó,ìkókó,negative
singleminded,nikan,ní ọkàn kan,negative
impoverished,talaka,tálákà,negative
evasive,asasala,yọ̀,negative
drudgery,iṣẹ abẹ,iṣẹ́,negative
frenetic,frenetic,ìṣiwèrè,negative
excrement,iyọkuro,ìgbẹ́,negative
bumpping,bumpping,ìjálù,negative
dictator,apanirun,apàṣẹ,negative
dissolute,tuka,tú ká,negative
tarnishing,tarnishing,ìtàbùkù,negative
deserted,ti kọ silẹ,kọ̀sílẹ̀,negative
gluttony,àjẹkì,àjẹkì,negative
bluring,gbigbọn,kò já gaara,negative
horrified,ibanuje,òbùrẹwà,negative
disobey,ṣàìgbọràn,ṣàìgbọràn,negative
generous,oninurere,oninurere,positive
protects,ndaabobo,ndaabobo,positive
extra,afikun,afikun,positive
dissatisfying,itẹlọrun,kò tẹ́lọ́rùn,negative
incompatible,ni ibamu,kò bamu,negative
increased,pọ si,pọ si,positive
domineer,alakoso,alákòóso,negative
concessions,awọn iyọọda,àwọn ìyọ̀ọ̀da,negative
suffers,jìyà,jìyà,negative
troll,troll,rọkiriká,negative
dickhead,dickhead,orí okó,negative
cooperation,ifowosowopo,ifowosowopo,positive
designer,onise,onise,positive
secluded,ti ya sọtọ,gbépamọ́,negative
wis,ogbon,mọ dáadáa,positive
rat,eku,eku,negative
intefere,intefere,dá sí,negative
opportunistic,anfani,àǹfààní,negative
protected,ni idaabobo,ni idaabobo,positive
disintegrates,tuka,tú ká,negative
ignorance,aimokan,àìmọ̀kan,negative
priestly,alufaa,alufaa,positive
bankster,oludokoowo,olùdókòwò,negative
fortify,fikun,fikun,positive
pop,agbejade,yọjáde,negative
inestimably,inestimably,ainiye,positive
divisive,iyapa,ìyapa,negative
censors,censors,censors,negative
tutor,oluko,oluko,positive
lagging,alailara,àìsùn,negative
dissonantly,lainidi,ìtakora,negative
tiresome,suuru,ìkáàrẹ́,negative
diligent,alãpọn,alãpọn,positive
advantageously,advantageously,to ṣanfani,positive
demented,irẹwẹsi,ṣiwèrè,negative
kitten,ọmọ ologbo,ọmọ ologbo,positive
leaking,ńjò,ń jò,negative
tasteful,adun,adun,positive
hid,farasin,fara pamọ́,negative
countess,kika,kika,positive
shame,itiju,ìtìjú,negative
erratic,alaibamu,àìṣedéédé,negative
pep,pep,ro lagbara,positive
coercion,ipá,ipá,negative
accessable,wiwọle,wiwọle,positive
mad,asiwere,aṣiwèrè,negative
gimmicky,gimmicky,ajẹméte,negative
onslaught,ikọlu,ìkọlù,negative
mistaken,ṣe aṣiṣe,ṣe àṣìṣe,negative
dictatorship,apanirun,apàṣẹ,negative
venom,oró,oró,negative
exonerated,alailẹṣẹ,alailẹṣẹ,positive
chattering,iwiregbe,iwiregbe,positive
walkouts,ìrìn -àjò,ìrìn -àjò,negative
joking,nse awada,nse awada,positive
congratulate,ku oriire,ku oriire,positive
vivid,han gidigidi,han gidigidi,positive
popularized,gbajumo,gbajumo,positive
forlorn,forlorn,kọ̀ sílẹ̀,negative
bungler,bungler,igbó,negative
demanded,ti beere,ti béèrè,negative
impure,alaimọ,aláìmọ́,negative
fudge,fudge,aláìnídánilójú,negative
termite,igba,fòpinsí,negative
deceivers,awọn ẹlẹtàn,àwọn ẹlẹ́tàn,negative
adequacy,deedee,deedee,positive
efficacy,ipa,ipa,positive
fugitive,asasala,asásàláà,negative
disconnected,ge asopọ,já,negative
bashing,fifẹ,gbá pẹ̀lú agbára,negative
unimaginably,lairotẹlẹ,àìlérò,negative
quit,dawọ silẹ,kọ̀sílẹ̀,negative
amnesty,aforiji,aforiji,positive
amaze,iyalẹnu,yanilẹnu,positive
paraphrase,atunkọ,àtúnsọ,negative
illustrious,ọlọla,ọlọla,positive
disliked,ikorira,kórìíra,negative
stupified,omugo,òmùgọ̀,negative
rend,yiya,fàya,negative
prominently,pataki,pataki,positive
insincerely,tọkàntọkàn,àìṣòótọ́,negative
irredeemably,alaigbagbọ,àìlèràpadà,negative
forgetfully,gbagbe,gbàgbé,negative
fiery,amubina,amubina,positive
appall,ibanuje,ìjayà,negative
devastated,ti bajẹ,àtìmọ́lé,negative
misunderstanding,ede-aiyede,èdè -àìyedè,negative
vociferous,vociferous,pa ariwo,negative
reunion,itungbepapo,itungbepapo,positive
ironies,ironies,ìlò ọ̀rọ̀ lòdì,negative
widespread,ni ibigbogbo,ni ibigbogbo,positive
doubtful,iyemeji,iyèméjì,negative
solid,ri to,le,positive
long-time,o to ojo meta,pẹ́,negative
notorious,ogbontarigi,ògbóǹtarìgì,negative
angry,binu,bínú,negative
soapy,ọṣẹ,ọṣẹ,negative
boast,ṣogo,yagàn,negative
bleakness,ṣokunkun,ṣókùnkùn,negative
staccato,staccato,ṣe lọ́tọ̀,positive
corrode,ibajẹ,ìbàjẹ́,negative
criticism,alariwisi,àríwísí,negative
unprofessional,alamọdaju,alamọdaju,negative
nullify,sọ di asan,sọdòfo,negative
fecal,fecal,imí,negative
wrong,ti ko tọ,tí kò tọ́,negative
ideal,bojumu,bojumu,positive
full-blown,ni kikun,ní kíkún,negative
uncredited,alaigbagbọ,aláìgbàgbọ́,negative
wronged,ti ṣe aṣiṣe,tí ṣe àṣìṣe,negative
yellows,ofeefee,òféfèé,negative
neatly,afinju,afinju,positive
malevolently,aibikita,oníwà búburú,negative
filthy,ẹlẹgbin,ẹlẹ́gbin,negative
strikers,awọn ikọlu,àwọn ìkọlù,negative
shove,gbon,tì-síwájú,negative
unborn,unborn,àìbí,negative
stiff,lile,gígan,negative
desperate,alainireti,alainireti,negative
impressively,iwunilori,wunilori,positive
vain,asan,asán,negative
betrayed,fi hàn,dalẹ̀,negative
parsimonious,parsimonious,ahun,negative
prowess,akọni,akọni,positive
over-priced,lori-owole,gbówó lórí jù,negative
warranty,atilẹyin ọja,atilẹyin ọja,positive
well-made,daradara-ṣe,daradara,positive
phenomenally,lasan,iyalẹnu,positive
conspicuously,ni gbangba,ni gbangba,negative
buried,sin,sin,negative
anchor,oran,idakọro,positive
embezzlement,ilokulo,ìlòkulò,negative
punctual,lásìkò,lásìkò,positive
accomplishments,awọn aṣeyọri,awọn aṣeyọri,positive
stumbled,kọsẹ,kọsẹ̀,negative
adjustable,adijositabulu,tunṣe,positive
dominated,ti jẹ gaba lori,ti jẹ gaba lori,positive
animosity,ikorira,ìkórìíra,negative
glistening,didan,didan,positive
prophylactic,prophylactic,díwọ́ àìsàn,positive
annoying,didanubi,dídánúbí,negative
overbearing,apọju,ajẹgàba,negative
jeeringly,ẹlẹ́yà,ẹlẹ́yà,negative
beneficially,anfaani,anfaani,positive
treachery,arekereke,àrèkérekè,negative
sore,egbo,egbò,negative
pains,irora,ìrora,negative
retrenchment,atunse,àdínkù-ìnáwó,negative
invader,ayabo,àyabò,negative
inconsistent,aisedede,kò ṣe déédé,negative
inadvisably,inadvisably,àìmọ́gbọ́ndání,negative
punishing,ijiya,jíjẹníyà,negative
lower,isalẹ,ìsàlẹ̀,negative
interest,anfani,nife si,positive
drunk,mu yó,mu yó,negative
undignified,alainilara,àìbọláfún,negative
joker,awada,awada,positive
predicament,ipọnju,ìpọ́njú,negative
tough,alakikanju,lágbára,negative
appallingly,iyalẹnu,ń bẹ̀bẹ̀,negative
vomiting,eebi,bì,negative
enviable,ilara,ilara,positive
rattle,ariwo,ariwo,negative
absent,nílé,àìsí,negative
sickeningly,aisan,àìsàn,negative
precisely,gbọgán,gbọgán,positive
eradication,imukuro,ìmúkúrò,negative
grant,fifunni,fifunni,positive
fancy,fanimọra,fanimọra,positive
enlightens,nmọlẹ,tan imọlẹ,positive
pastry,àkàrà,àkàrà,positive
useable,lilo,lilo,positive
controversially,àríyànjiyàn,àríyànjiyàn,negative
deterrent,idena,ìdènà,negative
varicella,varicella,àléfọ́-ọlọ́jàá,negative
infuriated,binu,bínú,negative
tasteless,adun,àìládùn,negative
intransigence,intransigence,aláìgbọràn,negative
weirdly,iyalẹnu,ṣàjòjì,negative
tenderness,tutu,ìkẹ́ra,negative
donkey,kẹtẹkẹtẹ,kẹ́tẹ́kẹ́tẹ́,negative
smug,rirun,ìgbéraga,negative
mirthful,alarinrin,alarinrin,positive
invasive,afomo,àyabò,negative
saggy,saggy,sàn wálẹ̀,negative
traction,isunki,fa,positive
burdensomely,ẹru,ẹrù,negative
austere,austere,burú,negative
persistent,jubẹẹlo,jubẹẹlo,positive
distraught,ibanuje,ìbànújẹ́,negative
duet,duet,ìbákọrin papọ̀,positive
deport,ifilọlẹ,lékúrò,negative
unuseable,unuseable,àìṣeélò,negative
refine,liti,yọ eri kuro,positive
tantalizing,tankalẹ,fanimọra,positive
marked,samisi,samisi,positive
snubbed,gbaju,gbájú,negative
chorus,ègbè,ègbè,positive
goon,goon,ọmọ ìta,negative
honoured,lola,fọla fun,positive
unsafe,ailewu,léwu,negative
sucks,buruja,burú jáì,negative
speech,ọrọ,ọrọ,positive
entranced,entranced,fa,positive
madder,aṣiwere,aṣiwèrè,negative
harassed,ni tipatipa,tàbùkù,negative
ironically,ironically,ìlò ọ̀rọ̀ lòdì,negative
hopeful,ireti,nireti,positive
vulgarity,iwa palapala,àìbìkítà,negative
disappear,farasin,farasin,negative
omniscient,ologbon,ologbon,positive
curiosity,iwariiri,iwariiri,positive
petrify,petrify,le,negative
completely,patapata,patapata,positive
complimentary,ikini,ikini,positive
shrew,ologbon,dabarú,negative
superficially,lasan,eréfè,negative
hymn,orin iyin,orin iyin,positive
mawkishly,laanu,àìlera,negative
adorable,joniloju,joniloju,positive
distrusting,aigbagbọ,àìgbàgbọ́,negative
fried,Dín,dín,negative
prefer,fẹ,fẹ,positive
implausibly,implausibly,àìṣeéṣe,negative
unapproved,ti a ko fọwọsi,tí a kò fọwọ́sí,negative
hesitate,ṣiyemeji,ṣiyèméjì,negative
sensible,ogbon,ogbon,positive
reaches,de ọdọ,de ọdọ,positive
disallowed,ko gba laaye,àìfààyègbà,negative
hamper,idiwo,ìdíwọ́,negative
sharpest,didasilẹ,mu julọ,positive
lied,puro,pùrọ́,negative
shadowy,ojiji,òjìji,negative
bottom,isale,ìsàlẹ̀,negative
deplore,banujẹ,banújẹ́,negative
compulsion,ipá,ipá,negative
high-priced,ga-owole,wọ́n,negative
intact,mule,nipipe,positive
wry,wry,yẹ̀yẹ́,negative
persecuted,inunibini si,inúnibíni sí,negative
shipwreck,rì ọkọ̀,rì ọkọ̀,negative
anti-social,egboogi-awujo,alátakò-àwùjọ,negative
perversion,arekereke,ìhùwàbàjẹ́,negative
erodes,erodes,parun,negative
weakly,alailagbara,láìlókun,negative
infuriatingly,infuriatingly,amúnibínú,negative
sustainability,iduroṣinṣin,iduroṣinṣin,positive
veneration,ijosin,ibọwọ fun,positive
brilliantly,o wu,didan mọna,positive
misaligned,ti ko tọ,àìṣedéédé,negative
shocks,awọn iyalẹnu,àwọn ìyàlẹ́nu,negative
landmark,enikeji,ala,positive
spamming,spamming,ṣe àwúrúju,negative
sinisterly,aiṣododo,ibi,negative
audibly,gbohungbohun,gbo daadaa,positive
restricting,ihamọ,ìhámọ́,negative
passionately,ni itara,ni itara,positive
fine-looking,itanran-nwa,rẹwa,positive
quickness,yiyara,yiyara,positive
denies,sẹ,sẹ,negative
gore,gore,gún,negative
impression,sami,sami,positive
distorted,daru,dàrú,negative
dissatisfaction,itẹlọrun,àìnítẹ̀ẹ́lọ́rùn,negative
jumble,rirọ,dàlù,negative
slaughtered,pa,pa,negative
banishment,ifilọlẹ,ifilọlẹ,negative
badass,buburu,búburú,negative
aggrieved,ibinu,ìbínú,negative
jealously,owú,owú,negative
engrossed,engrossed,gba gbogbo,positive
stalwart,alatako,alágbára,positive
progression,itesiwaju,itesiwaju,positive
exploits,exploits,ìlòkulò,negative
petroleum,epo,epo-bẹntiró,negative
sarcoma,sarcoma,jẹjẹrẹ-ìmọ̀lára,negative
amazingly,iyalẹnu,iyalẹnu,positive
enliven,gbe laaye,so daye,positive
anarchism,anarchism,rúdurùdu,negative
raked,raked,ọ̀pọ̀,negative
smartly,logbon,logbon,positive
offenses,awọn ẹṣẹ,àwọn ẹ̀ṣẹ̀,negative
exellent,ologbon,ologbon,positive
hedge,hejii,ìdínà lọ́wọ́ ewu,negative
income,owo oya,owo oya,positive
kick,tapa,tàpá,negative
malodorous,malodorous,òórùn burúkú,negative
unproved,ti ko ni idaniloju,àìnídànilójú,negative
cardiomyopathy,cardiomyopathy,ààrun-ọkàn,negative
contrariness,ilodiwọn,ìlòdì,negative
bereft,alaini,aláìní,negative
bungle,igbo,igbó,negative
sensibility,ifamọ,o loye,positive
unnecessary,kobojumu,àìyẹ,negative
super,nla,nla,positive
wonderously,iyanu,iyanu,positive
declaim,kede,kéde,negative
ken,ken,oye,positive
annul,fagilee,parẹ́,negative
die-hard,kú-lile,ìgbìyànjú aláìlẹ́gbẹ́,negative
authentic,ojulowo,ojulowo,positive
pampers,pampers,kẹ,positive
restful,simi,simi,positive
indignant,ibinu,ìbínú,negative
reprove,bawi,báwí,negative
reverent,ibowo,bowo,positive
executioner,apaniyan,apànìyàn,negative
carelessness,aibikita,àìbìkítà,negative
volatility,iyipada,ìyípadà,negative
poignant,farapa,di dunni,positive
well-behaved,ihuwasi daradara,ihuwasi daradara,positive
cruelties,ìkà,ìkà,negative
derision,ẹgan,ẹ̀gàn,negative
subsidizes,subsidizes,ṣe iranlọwọ,positive
annihilate,parun,parun,negative
heros,heros,awọn akọni,positive
falls,ṣubu,ṣubú,negative
terribly,lasan,ẹ̀rù,negative
swamped,swamped,jimi,negative
scalpel,agbọn,ọ̀bẹ-iṣẹ́-abẹ,negative
consents,awọn ipinnu,awọn ijẹwọ,positive
worthy,yẹ,yẹ,positive
arsenic,arsenic,májèlé,negative
mudslinger,mudslinger,afàbùkù kanni,negative
loophole,loophole,ihò,negative
shrilly,shrilly,gbọ́n,negative
expelling,gbigbe jade,lé jáde,negative
saturated,po lopolopo,ògéré,negative
incompleteness,aiṣedeede,àìpéye,negative
cheating,ireje,ìrẹ́jẹ,negative
marquis,marquis,eyan nla,positive
inadequate,aito,àìtó,negative
romanticize,ṣe ifẹkufẹ,ṣe ifẹkufẹ,positive
liars,opuro,òpùrọ́,negative
friendliness,ore,ore,positive
peck,peck,jẹ,positive
odor,olfato,òórùn,negative
laughs,rẹrin,rẹrin,positive
expedient,anfaani,yiyẹ titọ,positive
stint,stint,ààlà,negative
inundate,inundate,ìṣàn omi,negative
rhetoric,aroye,àròyé,negative
verification,ijerisi,ijerisi,positive
impediment,idiwọ,ìdiwọ́,negative
nauseating,ríru,ríru,negative
waver,iwariri,ṣiyèméjì,negative
hacked,ti gepa,ti gé pa,negative
miscarriage,oyun inu,ìṣẹ́yún,negative
misunderstands,gbọye,àìgbọ́yé,negative
malady,aisan,àìsàn,negative
tauntingly,ẹgan,ẹ̀kẹ́gàn,negative
insolent,alaigbọran,ìgbéraga,negative
wariness,ijafafa,ìṣọ́ra,negative
nerve,nafu,agbara ọgbọn,positive
unequal,aiṣedeede,àìdọ́gba,negative
bewilder,dojuru,dojú rú,negative
worshiped,jọ́sìn,jọ́sìn,positive
startlingly,iyalẹnu,ìyàlẹ́nu,negative
mentor,olutojueni,olutojueni,positive
ignoble,alaigbọran,àìníyì,negative
beautification,ẹwa,ẹwa,positive
thrill,dani lorun,dani lorun,positive
problematic,iṣoro,ìṣòro,negative
impassable,airekọja,àìdákọjá,negative
thumb-down,atampako-isalẹ,kọ̀,negative
outreach,ijade,ijade,positive
prominence,olokiki,olokiki,positive
ample,iwonba,iwonba,positive
desperately,ogbon,ọgbọ́n,negative
better,dara julọ,dara julọ,positive
stalling,duro,dúró,negative
interested,nife,nife si,positive
competent,tóótun,tó,positive
inventive,oniwa,iṣẹda,positive
study,iwadi,iwadi,positive
nourishing,ifunni,ifunni,positive
earnest,tọkàntọkàn,nigbona,positive
admiral,admiral,olórí ọkọ̀,positive
dote,dote,afẹju,positive
objectionable,atako,àtakò,negative
aggrieve,binu,bínú,negative
shroud,bora,fi aṣọ bora,negative
beauties,awọn ẹwa,awọn ẹwa,positive
land,ilẹ,ilẹ,positive
elegantly,ẹwa,pẹlu iyi,positive
salary,owo osu,owo osu,positive
water-down,omi-silẹ,dínkù,negative
dissenting,iyapa,ìyapa,negative
spite,laibikita,ìkórìíra,negative
controversy,àríyànjiyàn,àríyànjiyàn,negative
disappoint,jakulẹ,jákulẹ̀,negative
harbinger,agbẹnusọ,aṣájú,negative
spookiest,ti o dara julọ,ní ẹ̀rù jùlọ,negative
languorously,lilu,rọ,negative
tortures,ìyà,ìyà,negative
admonition,ikilọ,ìmọ̀ràn,negative
boredom,alaidun,aládùn,negative
swears,búra,búra,negative
defer,idaduro,ìdádúró,negative
calmed,tunu,dakẹ,positive
regent,regent,adele ọba,positive
tingling,tingling,ìrógooro,negative
careless,aibikita,áìbìkítà,negative
commodore,commodore,olùjafẹ́ẹ̀tọ́,positive
fallacy,iro,irọ́,negative
abundance,opo,ọ̀pọ̀,negative
yelp,yelp,gbó,negative
solve,yanju,yanju,positive
clarifies,clarifies,sọdi mimọ,positive
umpire,onidajọ,onidajọ,positive
hotcakes,hotcakes,awọn akara eyinbo,positive
muddle,muddle,dàrú,negative
luckier,olore,oriire,positive
affected,fowo,pa lára,negative
endorse,fọwọsi,fọwọsi,positive
crowdedness,opo eniyan,ọ̀pọ̀ ènìyàn,negative
dissatisfy,itẹlọrun,kò tẹ́lọ́rùn,negative
save,fipamọ,fipamọ,positive
doubted,iyemeji,iyèméjì,negative
frauds,arekereke,jẹgúdújẹrá,negative
doomsday,ọjọ iparun,Ọjọ́ ìparun,negative
malevolence,iwa ibaje,ìwà ìbàjẹ́,negative
marvellous,iyanu,iyanu,positive
labored,ṣiṣẹ,ṣiṣẹ́,negative
breakthrough,awaridii,aluyọ,positive
frigid,onirẹlẹ,tutù,negative
hard-hit,lile-lu,lílé,negative
liberal,lawọ,lawọ́,negative
calumny,alaigbọran,ìbánilórúkọjẹ́,negative
relentlessly,lainidi,aláìfàsẹ́yìn,negative
cocksuckers,cocksuckers,àkùkọ,negative
dissolution,itu,ìtúká,negative
puny,puny,àìnípá,negative
impressive,ìkan,to wunilori,positive
verdicts,awọn idajọ,àwọn ìdájọ́,negative
essential,pataki,pataki,positive
conciliation,ilaja,ilaja,positive
farcical,farcical,ṣàjèjì,negative
examplar,oluyẹwo,oluyẹwo,positive
congested,congested,dí,negative
disregardful,alaibikita,aláìbìkítà,negative
invulnerable,alailagbara,alailagbara,positive
gush,gush,tu jade,positive
legalized,legalized,tofin-fayegba,positive
doldrums,doldrums,òmùgọ̀,negative
utterly,patapata,pátápátá,negative
restitution,atunṣe,atunṣe,positive
sanctification,mimo,mimo,positive
crazed,crazed,síwín,negative
subjected,tunmọ,túnmọ̀,negative
producer,olupilẹṣẹ,olupilẹṣẹ,positive
perpetuity,ayeraye,iduro lailai,positive
compensatory,isanpada,isanpada,positive
fundamentalism,ipilẹṣẹ,ìpilẹ̀ṣẹ̀,negative
menaced,ewu,ewu,negative
abusive,ẹlẹgàn,ẹlẹ́gàn,negative
avaricious,avaricious,ìwọ̀ra owó,negative
highlight,saami,saami,positive
blessings,ibukun,ibukun,positive
steadiness,iduroṣinṣin,iduroṣinṣin,positive
wit,ogbon,ọgbọn,positive
fleer,ọkọ ofurufu,gàn,negative
productively,productively,to n ṣisẹlọpọ,positive
innocent,alaiṣẹ,alaiṣẹ,positive
violent,iwa -ipa,ìwà -ipá,negative
evenly,boṣeyẹ,boṣeyẹ,positive
enjoyed,gbadun,gbadun,positive
individualized,olukuluku,olukuluku,positive
inheritance,ogún,ogún,positive
rickety,rickety,ìkẹtan,negative
inhumanity,iwa aibikita,ìwà ọ̀dájú,negative
slaughterhouse,agbo ẹran,odò-ẹran,negative
vagrant,alarinkiri,rìnká,negative
unabashedly,lainidi,ainitiju,positive
dreading,ibẹrubojo,ìbẹ̀rù bojo,negative
thump,ìlù,ìró-ìṣubú,negative
smitten,lù,lù,positive
scarily,scarily,ìdẹ́rùbà,negative
ill-fated,aiṣedeede,oríburúkú,negative
duplicity,ilọpo meji,ayédèrú,negative
indeterminable,ailopin,aláìnípinnu,negative
downheartedly,pẹlu aibanujẹ,ìbànújẹ́,negative
detritus,detritus,àṣẹ́kù,negative
deceitfully,arekereke,àrékérekè,negative
plight,ipọnju,ìpọ́njú,negative
humorist,alarinrin,alarinrin,positive
mysteriously,ohun ijinlẹ,àràmàǹdà,negative
disturbed,dojuru,dojúrú,negative
struggling,ìjàkadì,ìjàkadì,negative
pith,pith,nkan,positive
vernal,vernal,ti igba iruwe,positive
splendid,ẹlẹwa,ẹlẹwa,positive
formative,agbekalẹ,agbekalẹ,positive
atherosclerosis,atherosclerosis,ọ̀ra-iṣan,negative
scrumptious,scrumptious,odun,positive
revive,sọji,sọjí,negative
disrespect,aibọwọ,àìbọ̀wọ̀,negative
squeals,squeals,ariwo,negative
ribbon,tẹẹrẹ,ọja tẹrẹ́,positive
languor,languor,rọ,negative
cocksucker,akukọ,àkùkọ,negative
second-tier,ipele keji,ìpele kejì,negative
threat,irokeke,ìrọ́kẹ̀kẹ́,negative
dignified,olola,olola,positive
disconcerting,disconcerting,ìdàrú,negative
veto,veto,ìbọ̀-ẹ̀kọ̀,negative
forget,gbagbe,gbàgbé,negative
justified,lare,da lare,positive
oddest,oddest,ṣàjèjì jùlọ,negative
preoccupy,ṣe aniyan,àìfọkànsi,negative
latency,lairi,àìjáfáfá,negative
smudges,rirun,rírú èéfín,negative
cessation,idaduro,ìdádúró,negative
retards,retards,ìdádúró,negative
infamous,ailokiki,àìlókìkí,negative
dissonant,dissonant,ìtakora,negative
precipitous,precipitous,mú nǹkan yára,negative
eccentric,aiṣedeede,àìṣedéédé,negative
outrages,ibinu,ìbínú,negative
back-woods,igi-ẹhin,igi ẹ̀hìn,negative
pandering,pandering,ìṣàkóso àwọn aṣẹ́wó,negative
dance,ijó,ijó,positive
tutelage,tutelage,iṣetoju,positive
demonstrative,afihan,afihan,positive
insufficiently,aiṣedeede,àìtó,negative
quarrelsome,ìjà,ajẹmọ́jà,negative
obstruction,idiwọ,ìdíwọ́,negative
douchebags,douchebags,ajọra-ẹni-lójú,negative
superficiality,superficiality,léréfè,negative
feint,feint,ìdínbọ́n,negative
stigmatize,abuku,àbùkù,negative
aspire,lepa,lepa,positive
comatose,comatose,ìdákú,negative
unacceptablely,itẹwẹgba,àìtẹ́wọ́gbà,negative
deserve,yẹ,yẹ,positive
menace,ewu,ewu,negative
uphill,oke,oke,positive
gross,nla,ńlá,negative
unity,isokan,isokan,positive
unproductive,alaileso,àìsèso,negative
wallow,rọ,yírà,negative
resistant,sooro,àtakò,negative
adoring,adoring,juba,positive
inelegant,alaigbọran,àìdára,negative
philanthropy,alaanu,alaanu,positive
culpability,ẹbi,ẹ̀bi,negative
pungent,pungent,lágbára,negative
condescension,irẹlẹ,ìrẹ̀lẹ̀,negative
regrettable,banuje,àbámọ̀,negative
glower,glower,ìwòbìnújẹ́,negative
hated,korira,kó rírà,negative
unimpressed,unimpressed,àìtẹ́lọ́rùn,negative
justice,idajọ,idajọ,positive
earsplitting,afetigbọ eti,aláriwo,negative
poor,talaka,tálákà,negative
strategic,ilana,ilana,positive
hefty,hefty,lágbára,negative
unequivocally,laiseaniani,laiseaniani,positive
uneducated,alaini eko,àìkàwé,negative
statuesque,ere aworan,ere aworan,positive
disgracefully,itiju,ìtìjú,negative
infections,àkóràn,àkóràn,negative
rigor,lile,rorò,negative
deranged,ti bajẹ,dàrúdàpọ̀,negative
successful,aseyori,aseyori,positive
cool stuff,,jẹ itẹwọgba,positive
grumpily,ni igberaga,pẹ̀lú ìríra,negative
sublimation,sublimation,yí padà,positive
bearish,ìgboyà,ìgboyà,negative
electricity,itanna,itanna,positive
laud,yin,pariwo,positive
desecrate,sọ ara di aláìmọ́,sọ ara di aláìmọ́,negative
favour,ojurere,ojurere,positive
earn,jo'gun,jo'gun,positive
niggle,niggle,ìṣòro,negative
council,igbimọ,igbimọ,positive
pornographic,iwokuwo,ti-ìbálópò,negative
loathing,ikorira,ìkórìíra,negative
premeditated,premeditated,mọ̀ọ́mọ̀,negative
reading,kika,kika,positive
consecration,ìyàsímímọ́,ìyàsímímọ́,positive
general,gbogboogbo,gbogboogbo,positive
naive,alaimọ,aláìmọ̀kan,negative
buoyant,gbongbo,fifo,positive
angrily,ni ibinu,ní ìbínú,negative
argue,jiyan,jiyàn,negative
stools,ìgbẹ,ìgbẹ́,negative
firstborn,akọbi,akọbi,positive
rebuff,kọ,kọ̀,negative
atrophy,atrophy,ìdín ẹ̀yà àrà,negative
harsher,alakikanju,líle,negative
immaculately,ailabawọn,ailabawọn,positive
comprehend,ni oye,ni oye,positive
spellbound,lọkọọkan,fi edi mu,positive
chaos,Idarudapọ,ìdàrúdápọ̀,negative
low-priced,owo-kekere,owo-kekere,positive
wastefulness,egbin,àpà,negative
luck,orire,orire,positive
fantastic,ikọja,ikọja,positive
piqued,lilu,àwọn ẹ̀dá,negative
surrender,tẹriba,ìtúbá,negative
solidarity,iṣọkan,iṣọkan,positive
believable,gbagbọ,se gbagbọ,positive
found,ri,ri,positive
reachable,de ọdọ,de ọdọ,positive
effectiveness,ndin,aseyọri,positive
shady,ojiji,òjìji,negative
accepts,gba,gba,positive
cowardly,ojo,ojo,negative
conspicuous,yori,yọrí,negative
righten,ọtun,se atunse,positive
elaboration,ṣiṣe alaye,ṣiṣe alaye,positive
knotted,sorapo,sorapọ̀,negative
fearfully,ni ibẹru,pẹ̀lú ìbẹ̀rù,negative
frightening,dẹruba,dẹ́rùbà,negative
cage,ile-ẹyẹ,ilé-ẹyẹ,negative
adjudicate,ṣe idajọ,dájọ́,negative
contagion,itankale,ìtànkálẹ̀,negative
strain,igara,fún pẹ̀lú agbára,negative
strip,rinhoho,ìhòhò,negative
affinity,ijora,ijora,positive
invalid,ko wulo,kò wúlò,negative
accomplish,ṣaṣepari,ṣaṣepari,positive
swindle,arekereke,àrékérekè,negative
bleeding,ẹjẹ,ń sẹ̀jẹ̀,negative
famous,olokiki,olokiki,positive
escape,sa,sá,negative
candid,lododo,lododo,positive
unpublished,ti a ko tẹjade,aláìtẹ̀jáde,negative
decay,Ibajẹ,bàjẹ́,negative
travesties,travesties,ayédèrú,negative
felicity,idunnu,idunnu,positive
insightfully,ni oye,ni oye,positive
infiltration,ifibọ,àsáwọ̀,negative
commendably,gboriyin fun,gborinyin fun,positive
saved,ti o ti fipamọ,ti o ti fipamọ,positive
sacrificed,rubọ,rúbọ,negative
imposed,ti paṣẹ,tí pàṣẹ,negative
stellarly,irawọ,irawọ,positive
expansive,gbooro,gbooro,positive
criticized,ti ṣofintoto,ti ṣọ̀fíǹtótó,negative
feasibly,ṣee ṣe,ṣee ṣe,positive
